user_id,first_touch_channel,conversion_id,lead_date,conversion_date,lead_stage,customer_journey,product,deal_value,country,city,conversion_status
1718,YouTube Ads,C008809,2025-04-27,2025-12-23,Lead,Facebook Ads > Website > Direct > Purchase,Marketing Suite,47273.37,India,Berlin,Lost
1719,Facebook Ads,C003239,2024-01-27,2024-02-17,Lead,Google Ads > Website > Email > Purchase,Basic Plan,25435.76,Germany,Delhi,Lost
1719,Facebook Ads,C005183,2025-06-06,2025-12-22,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,22693.37,USA,Mumbai,Won
1719,Facebook Ads,C006966,2024-09-09,2025-06-01,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,27695.62,Germany,London,Won
1719,Facebook Ads,C007890,2024-05-07,2025-08-25,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,35239.3,UK,Delhi,Won
1719,Facebook Ads,C009121,2025-10-09,2025-05-04,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,22180.38,India,London,Lost
1719,Facebook Ads,C009508,2025-06-03,2024-04-23,Opportunity,LinkedIn Ads > Demo > Purchase,Enterprise Plan,22293.47,UK,,Won
1720,Instagram Ads,C003334,2024-12-13,2024-04-29,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,21369.51,Germany,Bangalore,Won
1720,Instagram Ads,C003557,2025-11-07,2024-04-26,SQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,28546.15,Australia,Bangalore,Won
1720,Instagram Ads,C006985,2024-04-27,2024-09-01,Won,LinkedIn Ads > Demo > Purchase,Pro Plan,18059.45,USA,Berlin,Won
1721,Google Ads,C001781,2024-02-24,2024-08-13,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,12709.16,India,New York,Won
1721,Google Ads,C005986,2024-01-28,2024-02-07,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,21205.47,Australia,Delhi,Lost
1721,Google Ads,C006784,2025-07-18,2024-09-23,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,15406.15,India,London,Won
1722,Email,C002949,2024-03-21,2024-03-17,SQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,11446.66,India,London,Won
1723,Instagram Ads,C000929,2025-05-24,2024-11-22,Won,LinkedIn Ads > Demo > Purchase,,24238.23,Australia,New York,Won
1723,Instagram Ads,C001241,2025-01-01,2024-07-17,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,3977.42,USA,New York,Lost
1723,Instagram Ads,C004041,2024-11-15,2025-05-11,SQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,31602.93,Australia,New York,Won
1723,Instagram Ads,C004522,2024-01-05,2025-12-05,Lead,Instagram Ads > Website > Email > Purchase,Marketing Suite,34719.03,UK,London,Won
1723,Instagram Ads,C004593,2024-09-29,2024-10-25,SQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,35160.51,UK,New York,Lost
1723,Instagram Ads,C005739,2025-12-05,2024-05-20,Opportunity,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,42620.85,Germany,Berlin,Won
1723,Instagram Ads,C007793,2024-02-23,2025-12-28,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,3563.7,USA,Delhi,Lost
1724,YouTube Ads,C001435,2024-04-08,2024-04-29,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,42443.62,USA,,Won
1724,YouTube Ads,C007512,2024-02-14,2024-04-19,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,40288.82,USA,New York,Won
1725,Email,C002114,2024-09-18,2025-07-15,SQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,1391.59,USA,London,Won
1725,Email,C008087,2024-01-02,2024-11-06,MQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,49692.71,Germany,New York,Lost
1727,Facebook Ads,C007956,2024-10-29,2024-06-23,Lead,Google Ads > Website > Email > Purchase,Analytics Suite,27207.81,Australia,,Won
1727,Facebook Ads,C009169,2025-08-02,2025-07-19,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,7410.15,UK,Delhi,Won
1728,Email,C000588,2024-12-16,2025-10-12,Lost,Instagram Ads > Website > Email > Purchase,Analytics Suite,1419.93,Australia,Berlin,Won
1728,Email,C003201,2024-01-22,2025-11-24,MQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,43198.15,UK,London,Won
1729,LinkedIn Ads,C003928,2024-03-17,2024-06-11,SQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,15760.47,UK,Mumbai,Won
1729,LinkedIn Ads,C008060,2025-02-18,2025-04-11,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,37473.81,Australia,New York,Lost
1730,YouTube Ads,C000750,2025-05-10,2024-04-05,Won,Instagram Ads > Website > Email > Purchase,,27243.72,India,Delhi,Won
1730,YouTube Ads,C004581,2025-03-28,2024-09-13,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,28717.02,India,,Won
1730,YouTube Ads,C008354,2024-09-22,2025-03-15,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,12878.55,Australia,Sydney,Won
1731,Facebook Ads,C003381,2025-02-15,2024-03-11,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,11331.06,Australia,Sydney,Won
1731,Facebook Ads,C009062,2024-09-19,2024-12-25,Lead,Google Ads > Website > Email > Purchase,Marketing Suite,7222.6,UK,Delhi,Won
1732,Instagram Ads,C004100,2024-09-19,2024-05-21,SQL,Instagram Ads > Website > Email > Purchase,Pro Plan,7756.61,India,Mumbai,Lost
1732,Instagram Ads,C004185,2025-04-18,2025-11-06,SQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,23271.05,India,New York,Won
1732,Instagram Ads,C005352,2024-02-10,2024-04-26,Lead,Facebook Ads > Website > Direct > Purchase,Analytics Suite,728.19,UK,,Won
1732,Instagram Ads,C008298,2024-10-13,2024-12-12,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,23996.76,UK,Sydney,Lost
1732,Instagram Ads,C009459,2024-12-03,2025-07-09,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,18980.73,India,Delhi,Won
1732,Instagram Ads,C009665,2024-11-28,2025-01-09,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,42808.34,India,London,Won
1733,YouTube Ads,C000395,2024-07-09,2024-10-16,Opportunity,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,40985.84,Australia,Mumbai,Won
1733,YouTube Ads,C002520,2025-04-27,2024-03-16,Lead,Instagram Ads > Website > Email > Purchase,Enterprise Plan,42060.2,India,Bangalore,Lost
1733,YouTube Ads,C006509,2025-08-17,2025-06-15,Lost,LinkedIn Ads > Demo > Purchase,Analytics Suite,17166.06,Germany,Berlin,Won
1734,YouTube Ads,C005572,2025-02-21,2024-11-05,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,49743.8,Australia,London,Won
1734,YouTube Ads,C008090,2025-08-29,2025-09-26,Lost,Facebook Ads > Website > Direct > Purchase,Pro Plan,7328.35,USA,Mumbai,Lost
1735,Organic Search,C001876,2025-12-30,2024-01-25,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,35884.25,Australia,Berlin,Won
1735,Organic Search,C003554,2025-10-06,2024-08-02,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,7302.95,USA,Mumbai,Won
1735,Organic Search,C003873,2024-03-09,2024-10-11,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,18287.22,Germany,Mumbai,Won
1735,Organic Search,C005237,2025-06-02,2025-10-19,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,17711.96,India,Mumbai,Won
1735,Organic Search,C006228,2024-12-23,2025-05-20,Won,Google Ads > Website > Email > Purchase,Enterprise Plan,42741.66,Australia,,Won
1736,LinkedIn Ads,C004158,2025-03-28,2025-06-12,Opportunity,YouTube Ads > Website > Direct > Purchase,Analytics Suite,9899.19,USA,Berlin,Lost
1736,LinkedIn Ads,C007020,2024-06-29,2025-03-20,Opportunity,LinkedIn Ads > Demo > Purchase,Enterprise Plan,34626.64,UK,London,Won
1737,Instagram Ads,C006020,2025-01-16,2024-11-17,MQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,20030.59,USA,London,Won
1737,Instagram Ads,C007303,2024-08-09,2025-06-16,Opportunity,LinkedIn Ads > Demo > Purchase,,8601.72,USA,London,Won
1738,LinkedIn Ads,C000834,2024-11-05,2025-04-07,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,21108.1,UK,Bangalore,Won
1738,LinkedIn Ads,C002663,2024-10-09,2025-10-10,Opportunity,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,2773.29,Australia,London,Lost
1739,Google Ads,C001528,2024-09-16,2024-12-25,SQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,27019.21,Germany,,Won
1739,Google Ads,C003979,2025-01-13,2024-02-26,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,32511.5,India,London,Won
1739,Google Ads,C004028,2025-07-08,2025-08-03,Won,LinkedIn Ads > Demo > Purchase,Enterprise Plan,10146.33,Australia,New York,Won
1739,Google Ads,C008100,2025-09-18,2025-01-31,Lead,Google Ads > Website > Email > Purchase,,19594.49,UK,New York,Won
1739,Google Ads,C009312,2024-06-18,2024-07-09,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,27223.0,India,Delhi,Won
1740,Instagram Ads,C005156,2025-07-07,2025-09-17,Won,Google Ads > Website > Email > Purchase,Pro Plan,27955.62,Germany,Bangalore,Won
1740,Instagram Ads,C005212,2025-06-14,2025-09-13,SQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,3434.05,UK,New York,Won
1740,Instagram Ads,C006517,2025-05-29,2025-03-24,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,7196.0,UK,Bangalore,Lost
1741,Facebook Ads,C002128,2025-06-27,2024-02-08,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,3600.76,UK,Berlin,Lost
1741,Facebook Ads,C004054,2024-09-12,2025-02-11,MQL,Facebook Ads > Website > Direct > Purchase,,17388.39,Germany,Bangalore,Won
1741,Facebook Ads,C004394,2025-07-05,2024-01-30,Opportunity,Google Ads > Website > Email > Purchase,Analytics Suite,32413.55,India,London,Won
1741,Facebook Ads,C008454,2024-12-02,2025-01-16,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,35518.08,UK,London,Won
1742,Facebook Ads,C005612,2025-12-22,2025-10-08,Opportunity,YouTube Ads > Website > Direct > Purchase,Marketing Suite,13921.66,UK,Sydney,Won
1742,Facebook Ads,C006513,2025-01-12,2025-09-02,Lost,LinkedIn Ads > Demo > Purchase,,38064.13,India,Mumbai,Won
1743,YouTube Ads,C002194,2025-06-08,2025-10-02,Opportunity,YouTube Ads > Website > Direct > Purchase,Analytics Suite,9442.19,USA,Mumbai,Lost
1743,YouTube Ads,C003387,2024-09-12,2024-05-10,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,39622.88,UK,Delhi,Lost
1743,YouTube Ads,C004181,2025-01-04,2025-04-06,Opportunity,LinkedIn Ads > Demo > Purchase,Pro Plan,29100.21,Australia,Mumbai,Lost
1743,YouTube Ads,C008813,2024-04-23,2024-01-27,SQL,YouTube Ads > Website > Direct > Purchase,,19879.86,Australia,Berlin,Won
1744,Instagram Ads,C004715,2024-01-27,2025-11-30,MQL,YouTube Ads > Website > Direct > Purchase,,45418.43,Germany,Sydney,Won
1744,Instagram Ads,C005946,2024-09-06,2024-04-01,Opportunity,Google Ads > Website > Email > Purchase,Pro Plan,4923.25,Germany,Mumbai,Won
1745,Facebook Ads,C000936,2024-04-09,2024-02-08,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,6406.0,Australia,Sydney,Won
1745,Facebook Ads,C001443,2025-10-06,2024-09-25,SQL,Facebook Ads > Website > Direct > Purchase,,36330.69,Germany,London,Won
1745,Facebook Ads,C001727,2024-01-12,2025-11-22,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,33297.99,Australia,Delhi,Won
1745,Facebook Ads,C001831,2024-06-04,2024-08-22,Lost,Instagram Ads > Website > Email > Purchase,Analytics Suite,25123.58,UK,,Won
1745,Facebook Ads,C003993,2024-04-03,2025-09-25,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,3775.82,UK,,Won
1745,Facebook Ads,C005413,2025-12-06,2024-11-04,Won,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,3114.3,Germany,London,Won
1745,Facebook Ads,C005687,2024-11-04,2025-01-22,Opportunity,Google Ads > Website > Email > Purchase,Pro Plan,47137.81,Germany,Mumbai,Lost
1745,Facebook Ads,C007509,2025-10-10,2025-09-26,Won,Google Ads > Website > Email > Purchase,Marketing Suite,19209.03,India,Bangalore,Won
1745,Facebook Ads,C008192,2024-09-25,2025-07-30,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,37194.24,India,London,Lost
1745,Facebook Ads,C008974,2024-06-26,2024-12-15,Opportunity,LinkedIn Ads > Demo > Purchase,Marketing Suite,33168.68,India,Mumbai,Won
1746,YouTube Ads,C000825,2025-05-27,2024-09-01,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,42441.7,India,Sydney,Won
1746,YouTube Ads,C001305,2024-04-25,2024-05-17,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,49280.57,Australia,Bangalore,Won
1746,YouTube Ads,C003180,2024-03-19,2024-10-26,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,829.71,India,Sydney,Lost
1746,YouTube Ads,C003578,2025-06-16,2024-05-04,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,9843.32,USA,New York,Won
1746,YouTube Ads,C005830,2025-08-23,2025-11-07,SQL,Instagram Ads > Website > Email > Purchase,,14638.03,Germany,Bangalore,Won
1746,YouTube Ads,C009401,2024-03-31,2025-08-10,SQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,8032.93,Germany,Mumbai,Lost
1747,YouTube Ads,C002680,2024-12-17,2024-11-20,Lost,Instagram Ads > Website > Email > Purchase,Pro Plan,11129.29,Germany,Mumbai,Won
1747,YouTube Ads,C007948,2024-12-06,2025-06-07,SQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,20759.27,USA,New York,Won
1747,YouTube Ads,C009299,2025-09-14,2025-12-20,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,33189.27,UK,Sydney,Lost
1748,Email,C001245,2025-01-26,2024-02-16,MQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,17861.36,Germany,Bangalore,Won
1748,Email,C009756,2024-08-07,2024-12-04,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,45157.13,Australia,,Won
1749,Facebook Ads,C001469,2024-11-06,2025-01-17,SQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,48666.16,India,Berlin,Lost
1749,Facebook Ads,C003750,2025-07-22,2025-05-09,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,43322.44,Germany,Delhi,Lost
1749,Facebook Ads,C004076,2025-03-19,2024-01-13,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,2035.56,UK,New York,Won
1749,Facebook Ads,C006242,2025-02-18,2025-02-04,Lost,YouTube Ads > Website > Direct > Purchase,Analytics Suite,7748.14,Australia,Berlin,Won
1749,Facebook Ads,C009467,2024-03-06,2025-12-17,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,22355.74,India,London,Won
1750,YouTube Ads,C001516,2024-11-11,2025-02-09,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,49792.34,UK,Sydney,Won
1751,Google Ads,C001525,2025-08-11,2025-08-11,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,12712.29,Germany,London,Won
1751,Google Ads,C003459,2024-06-15,2025-03-29,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,21762.02,Australia,,Won
1752,LinkedIn Ads,C000243,2024-01-29,2024-09-10,Lead,Google Ads > Website > Email > Purchase,Pro Plan,33264.75,UK,Berlin,Won
1752,LinkedIn Ads,C000407,2024-07-12,2025-09-18,Lost,YouTube Ads > Website > Direct > Purchase,Basic Plan,6510.13,India,London,Won
1752,LinkedIn Ads,C003874,2025-06-25,2025-08-20,Lost,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,47845.6,UK,Mumbai,Lost
1752,LinkedIn Ads,C008986,2025-08-04,2025-04-21,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,4754.95,India,New York,Won
1752,LinkedIn Ads,C009902,2025-10-07,2025-08-09,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,26451.17,USA,Berlin,Won
1753,Facebook Ads,C000805,2025-08-07,2025-06-05,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,18406.41,Australia,London,Won
1753,Facebook Ads,C004353,2024-12-29,2025-03-24,MQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,6056.21,UK,New York,Won
1754,Google Ads,C003848,2024-04-14,2024-09-16,Won,LinkedIn Ads > Demo > Purchase,Enterprise Plan,5289.68,USA,Berlin,Won
1754,Google Ads,C006873,2025-08-23,2024-03-22,SQL,YouTube Ads > Website > Direct > Purchase,,42791.88,Australia,Sydney,Won
1755,Facebook Ads,C000063,2025-10-12,2024-02-15,Won,YouTube Ads > Website > Direct > Purchase,Analytics Suite,38761.68,Germany,Delhi,Won
1756,Organic Search,C004140,2024-02-19,2024-06-12,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,26755.44,Australia,New York,Won
1756,Organic Search,C004927,2025-01-02,2024-03-10,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,20643.17,UK,,Won
1756,Organic Search,C007170,2025-03-31,2025-06-11,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,42248.53,India,Mumbai,Lost
1756,Organic Search,C007549,2024-12-07,2025-12-26,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,25936.25,Germany,Berlin,Won
1756,Organic Search,C008903,2024-01-07,2024-08-03,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,48465.35,Germany,,Won
1757,Instagram Ads,C001808,2025-07-18,2024-03-09,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,43951.77,India,New York,Won
1758,Facebook Ads,C006893,2024-04-03,2024-01-28,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,19924.41,USA,Mumbai,Won
1760,Facebook Ads,C001116,2024-11-21,2024-05-14,Won,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,7947.51,UK,Sydney,Won
1762,Email,C002159,2025-07-02,2025-02-24,Opportunity,Instagram Ads > Website > Email > Purchase,Analytics Suite,44632.95,USA,London,Won
1762,Email,C002724,2025-04-10,2025-08-05,SQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,22988.75,UK,Bangalore,Lost
1762,Email,C005278,2024-01-21,2025-04-24,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,33108.08,Germany,Delhi,Won
1762,Email,C008440,2024-03-12,2025-08-04,MQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,21593.49,India,Delhi,Won
1763,Instagram Ads,C000471,2025-11-20,2025-11-26,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,35150.67,Germany,London,Won
1763,Instagram Ads,C001924,2024-06-15,2025-09-07,MQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,19188.49,UK,Sydney,Won
1763,Instagram Ads,C005136,2024-03-01,2025-02-21,MQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,41767.78,Germany,Berlin,Lost
1764,YouTube Ads,C003286,2024-02-20,2024-05-02,SQL,Google Ads > Website > Email > Purchase,Enterprise Plan,23783.87,Australia,Berlin,Won
1764,YouTube Ads,C005429,2025-05-30,2024-12-28,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,43613.35,Germany,Mumbai,Won
1764,YouTube Ads,C007488,2025-05-15,2025-07-16,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,46917.71,USA,Sydney,Lost
1765,Facebook Ads,C002913,2024-02-26,2025-08-17,Won,Google Ads > Website > Email > Purchase,Pro Plan,28751.84,UK,Sydney,Won
1765,Facebook Ads,C003006,2024-07-16,2024-10-22,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,15876.23,UK,Berlin,Lost
1765,Facebook Ads,C009316,2024-09-28,2025-10-30,Won,Google Ads > Website > Email > Purchase,Enterprise Plan,9808.06,India,Bangalore,Lost
1766,Organic Search,C003748,2025-06-13,2024-12-16,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,27830.93,UK,Bangalore,Won
1767,Google Ads,C000955,2024-12-03,2025-07-16,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,32918.32,India,,Won
1767,Google Ads,C002825,2024-09-01,2025-01-13,Lead,YouTube Ads > Website > Direct > Purchase,Pro Plan,37590.09,USA,Berlin,Won
1767,Google Ads,C004302,2025-03-24,2024-02-03,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,4647.56,UK,Bangalore,Won
1768,Instagram Ads,C000999,2024-03-02,2024-04-13,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,41312.67,India,New York,Lost
1768,Instagram Ads,C002006,2024-08-09,2024-03-18,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,47649.34,Australia,Bangalore,Lost
1768,Instagram Ads,C003664,2025-12-23,2025-06-20,Opportunity,YouTube Ads > Website > Direct > Purchase,Basic Plan,31737.8,Germany,London,Lost
1768,Instagram Ads,C005404,2024-04-14,2025-06-15,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,23861.0,India,Delhi,Lost
1768,Instagram Ads,C007722,2025-02-28,2024-01-28,Lead,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,9218.74,India,London,Won
1770,Google Ads,C000851,2025-10-08,2024-11-08,SQL,YouTube Ads > Website > Direct > Purchase,,27761.72,USA,Delhi,Won
1770,Google Ads,C002569,2025-03-19,2025-05-21,Lead,LinkedIn Ads > Demo > Purchase,Basic Plan,45496.5,USA,London,Lost
1770,Google Ads,C003318,2025-03-16,2025-09-23,Lost,Google Ads > Website > Email > Purchase,Pro Plan,37944.63,Australia,Delhi,Won
1770,Google Ads,C004091,2025-03-22,2024-10-03,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,42198.71,Australia,Sydney,Won
1770,Google Ads,C008626,2024-10-04,2024-08-24,Opportunity,Google Ads > Website > Email > Purchase,Pro Plan,36979.14,Australia,Berlin,Won
1770,Google Ads,C009715,2025-08-02,2024-11-01,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,45010.0,USA,,Lost
1771,Facebook Ads,C007646,2025-09-05,2024-01-23,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,22646.7,UK,New York,Won
1771,Facebook Ads,C008467,2024-06-16,2024-07-14,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,41830.98,USA,Sydney,Lost
1772,YouTube Ads,C002611,2025-06-13,2024-07-26,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,45034.99,Australia,Bangalore,Won
1772,YouTube Ads,C004965,2024-09-02,2025-07-25,MQL,LinkedIn Ads > Demo > Purchase,,10642.23,Australia,,Won
1772,YouTube Ads,C008102,2024-08-08,2025-08-31,Opportunity,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,39175.99,India,New York,Won
1774,Instagram Ads,C005797,2025-07-17,2025-05-13,Won,Google Ads > Website > Email > Purchase,Enterprise Plan,35553.36,India,New York,Won
1774,Instagram Ads,C008213,2025-02-13,2025-04-01,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,19967.67,India,Sydney,Lost
1774,Instagram Ads,C009361,2025-03-18,2025-03-15,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,4737.15,Australia,New York,Won
1775,Facebook Ads,C000159,2025-01-11,2025-02-17,Lost,Google Ads > Website > Email > Purchase,Marketing Suite,38293.81,Germany,,Won
1775,Facebook Ads,C004513,2024-02-28,2025-04-03,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,36091.72,USA,London,Won
1775,Facebook Ads,C005844,2025-08-22,2025-05-06,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,4064.45,India,London,Won
1775,Facebook Ads,C006269,2024-06-29,2024-12-26,SQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,43223.27,India,,Won
1775,Facebook Ads,C009221,2025-06-03,2025-11-16,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,20107.34,Australia,Sydney,Won
1776,Instagram Ads,C003791,2024-12-19,2025-10-28,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,28979.65,Australia,Sydney,Won
1776,Instagram Ads,C004519,2025-12-08,2025-03-15,MQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,40305.91,Germany,New York,Won
1777,Instagram Ads,C001151,2025-07-07,2025-08-02,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,11316.43,USA,London,Lost
1777,Instagram Ads,C001779,2024-07-18,2025-06-25,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,29362.59,USA,London,Lost
1777,Instagram Ads,C006166,2024-07-09,2024-10-11,Lead,Facebook Ads > Website > Direct > Purchase,Analytics Suite,24216.29,Australia,Delhi,Lost
1778,Facebook Ads,C004097,2024-03-20,2025-09-19,SQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,26977.36,USA,London,Won
1778,Facebook Ads,C006868,2024-08-14,2024-05-15,Lead,Facebook Ads > Website > Direct > Purchase,Marketing Suite,31100.01,USA,Sydney,Won
1779,Organic Search,C001697,2024-02-22,2024-06-09,Lead,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,15839.9,Australia,London,Won
1779,Organic Search,C005312,2025-12-11,2025-07-02,MQL,Google Ads > Website > Email > Purchase,Analytics Suite,23071.57,India,Sydney,Lost
1779,Organic Search,C006858,2024-09-10,2024-02-20,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,12452.82,Australia,Bangalore,Won
1780,Facebook Ads,C005702,2024-07-20,2024-05-04,SQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,13609.37,USA,Berlin,Won
1781,Instagram Ads,C003619,2025-04-08,2025-04-25,Won,LinkedIn Ads > Demo > Purchase,Pro Plan,21053.21,USA,Bangalore,Lost
1781,Instagram Ads,C006423,2025-03-05,2024-04-02,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,41677.45,USA,Berlin,Won
1781,Instagram Ads,C006959,2025-07-02,2025-03-18,Opportunity,YouTube Ads > Website > Direct > Purchase,Analytics Suite,5152.47,Germany,London,Won
1781,Instagram Ads,C007859,2025-09-17,2024-02-15,Opportunity,Google Ads > Website > Email > Purchase,Marketing Suite,48203.24,Germany,Sydney,Won
1782,YouTube Ads,C001065,2024-05-22,2024-01-17,Lost,YouTube Ads > Website > Direct > Purchase,,11619.31,UK,Berlin,Won
1782,YouTube Ads,C002465,2025-01-03,2024-09-12,SQL,Google Ads > Website > Email > Purchase,,47673.92,UK,Mumbai,Lost
1782,YouTube Ads,C003157,2025-07-15,2024-07-13,SQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,2953.88,UK,,Lost
1782,YouTube Ads,C004303,2024-07-20,2025-02-28,Lead,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,38551.96,Germany,Mumbai,Won
1782,YouTube Ads,C006173,2024-05-01,2024-06-23,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,45484.17,India,Mumbai,Lost
1782,YouTube Ads,C008037,2025-03-07,2025-04-06,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,21589.43,USA,Bangalore,Won
