user_id,product,country,deal_value,traffic_source,attribution_weight,attributed_revenue
2124,Enterprise Plan,Australia,882.0,Facebook Ads,0.2,176.4
2124,Enterprise Plan,Australia,882.0,Instagram Ads,0.2,176.4
2124,Enterprise Plan,Australia,882.0,Organic Search,0.2,176.4
2724,Analytics Suite,USA,5787.92,Facebook Ads,0.3333333333333333,1929.3066666666666
2724,Analytics Suite,USA,5787.92,Google Ads,0.16666666666666666,964.6533333333333
2724,Analytics Suite,USA,5787.92,Instagram Ads,0.16666666666666666,964.6533333333333
2724,Analytics Suite,USA,5787.92,LinkedIn Ads,0.16666666666666666,964.6533333333333
2724,Analytics Suite,USA,5787.92,YouTube Ads,0.16666666666666666,964.6533333333333
3634,Enterprise Plan,India,31824.74,Email,0.25,7956.185
3634,Enterprise Plan,India,31824.74,Facebook Ads,0.25,7956.185
3634,Enterprise Plan,India,31824.74,Google Ads,0.25,7956.185
3634,Enterprise Plan,India,31824.74,LinkedIn Ads,0.25,7956.185
3783,Enterprise Plan,Australia,23602.88,Organic Search,1.0,23602.88
3784,Analytics Suite,UK,6094.3,Email,0.6666666666666666,4062.866666666667
3784,Analytics Suite,UK,6094.3,LinkedIn Ads,0.3333333333333333,2031.4333333333334
3014,Marketing Suite,Australia,22920.96,Google Ads,1.0,22920.96
2827,Basic Plan,Germany,37221.26,Facebook Ads,0.3333333333333333,12407.086666666666
2827,Basic Plan,Germany,37221.26,LinkedIn Ads,0.3333333333333333,12407.086666666666
2827,Basic Plan,Germany,37221.26,YouTube Ads,0.3333333333333333,12407.086666666666
2360,Marketing Suite,India,26115.04,Email,0.3333333333333333,8705.013333333332
2360,Marketing Suite,India,26115.04,Instagram Ads,0.6666666666666666,17410.026666666665
4158,Pro Plan,Germany,27420.24,Email,0.5,13710.12
4158,Pro Plan,Germany,27420.24,YouTube Ads,0.5,13710.12
2037,Pro Plan,USA,7144.35,Facebook Ads,1.0,7144.35
2970,Enterprise Plan,Germany,22464.56,Email,0.5,11232.28
2970,Enterprise Plan,Germany,22464.56,Facebook Ads,0.25,5616.14
2970,Enterprise Plan,Germany,22464.56,Instagram Ads,0.25,5616.14
2404,Analytics Suite,USA,12407.17,Email,0.5,6203.585
2404,Analytics Suite,USA,12407.17,Instagram Ads,0.5,6203.585
1921,Enterprise Plan,India,30920.41,Facebook Ads,0.25,7730.1025
1921,Enterprise Plan,India,30920.41,LinkedIn Ads,0.25,7730.1025
1921,Enterprise Plan,India,30920.41,Organic Search,0.25,7730.1025
1921,Enterprise Plan,India,30920.41,YouTube Ads,0.25,7730.1025
1949,Basic Plan,Australia,49414.6,LinkedIn Ads,0.5,24707.3
1949,Basic Plan,Australia,49414.6,Organic Search,0.5,24707.3
1456,Marketing Suite,USA,30498.63,Email,0.3333333333333333,10166.21
1456,Marketing Suite,USA,30498.63,Google Ads,0.3333333333333333,10166.21
1456,Marketing Suite,USA,30498.63,Organic Search,0.3333333333333333,10166.21
3881,Analytics Suite,UK,21506.18,Email,0.25,5376.545
3881,Analytics Suite,UK,21506.18,Instagram Ads,0.5,10753.09
3881,Analytics Suite,UK,21506.18,LinkedIn Ads,0.25,5376.545
4022,Pro Plan,USA,46476.24,Facebook Ads,0.3333333333333333,15492.079999999998
4022,Pro Plan,USA,46476.24,Instagram Ads,0.16666666666666666,7746.039999999999
4022,Pro Plan,USA,46476.24,LinkedIn Ads,0.3333333333333333,15492.079999999998
4022,Pro Plan,USA,46476.24,Organic Search,0.16666666666666666,7746.039999999999
1863,Pro Plan,India,9683.27,Email,0.3333333333333333,3227.7566666666667
1863,Pro Plan,India,9683.27,Facebook Ads,0.3333333333333333,3227.7566666666667
1863,Pro Plan,India,9683.27,LinkedIn Ads,0.3333333333333333,3227.7566666666667
1458,Marketing Suite,USA,7391.55,Facebook Ads,1.0,7391.55
2472,Marketing Suite,India,29983.78,Instagram Ads,0.5,14991.89
2472,Marketing Suite,India,29983.78,LinkedIn Ads,0.5,14991.89
2337,Enterprise Plan,UK,39690.15,Instagram Ads,1.0,39690.15
1712,Basic Plan,India,32266.02,Google Ads,0.4,12906.408000000001
1712,Basic Plan,India,32266.02,LinkedIn Ads,0.2,6453.204000000001
1712,Basic Plan,India,32266.02,Organic Search,0.2,6453.204000000001
1712,Basic Plan,India,32266.02,YouTube Ads,0.2,6453.204000000001
1126,Pro Plan,UK,1344.21,YouTube Ads,1.0,1344.21
2054,Pro Plan,Germany,20432.15,Facebook Ads,0.25,5108.0375
2054,Pro Plan,Germany,20432.15,Instagram Ads,0.25,5108.0375
2054,Pro Plan,Germany,20432.15,LinkedIn Ads,0.25,5108.0375
2054,Pro Plan,Germany,20432.15,Organic Search,0.25,5108.0375
1848,Marketing Suite,India,11766.54,Instagram Ads,0.3333333333333333,3922.1800000000003
1848,Marketing Suite,India,11766.54,YouTube Ads,0.6666666666666666,7844.360000000001
1969,Basic Plan,UK,43032.03,Facebook Ads,0.2,8606.406
1969,Basic Plan,UK,43032.03,Google Ads,0.2,8606.406
1969,Basic Plan,UK,43032.03,LinkedIn Ads,0.2,8606.406
1969,Basic Plan,UK,43032.03,Organic Search,0.4,17212.812
1987,Marketing Suite,Germany,18216.39,Google Ads,0.25,4554.0975
1987,Marketing Suite,Germany,18216.39,Instagram Ads,0.5,9108.195
1987,Marketing Suite,Germany,18216.39,Organic Search,0.25,4554.0975
2146,Pro Plan,UK,639.14,LinkedIn Ads,1.0,639.14
3535,,USA,8146.9,Facebook Ads,0.2,1629.38
3535,,USA,8146.9,Google Ads,0.4,3258.76
3535,,USA,8146.9,YouTube Ads,0.4,3258.76
4294,Enterprise Plan,India,40738.86,Email,0.25,10184.715
4294,Enterprise Plan,India,40738.86,Facebook Ads,0.25,10184.715
4294,Enterprise Plan,India,40738.86,Google Ads,0.25,10184.715
4294,Enterprise Plan,India,40738.86,Organic Search,0.25,10184.715
1387,Marketing Suite,Germany,46713.17,YouTube Ads,1.0,46713.17
4480,Pro Plan,India,1871.73,Email,0.4,748.692
4480,Pro Plan,India,1871.73,Instagram Ads,0.2,374.346
4480,Pro Plan,India,1871.73,YouTube Ads,0.4,748.692
1767,Pro Plan,USA,37590.09,Email,0.3333333333333333,12530.029999999999
1767,Pro Plan,USA,37590.09,Facebook Ads,0.3333333333333333,12530.029999999999
1767,Pro Plan,USA,37590.09,Google Ads,0.3333333333333333,12530.029999999999
1321,Marketing Suite,UK,9701.08,Email,0.25,2425.27
1321,Marketing Suite,UK,9701.08,Facebook Ads,0.25,2425.27
1321,Marketing Suite,UK,9701.08,Google Ads,0.25,2425.27
1321,Marketing Suite,UK,9701.08,LinkedIn Ads,0.25,2425.27
4306,Basic Plan,UK,20097.38,Email,0.25,5024.345
4306,Basic Plan,UK,20097.38,Facebook Ads,0.25,5024.345
4306,Basic Plan,UK,20097.38,Organic Search,0.25,5024.345
4306,Basic Plan,UK,20097.38,YouTube Ads,0.25,5024.345
1572,Pro Plan,USA,35302.36,Facebook Ads,0.5,17651.18
1572,Pro Plan,USA,35302.36,Organic Search,0.5,17651.18
2006,Analytics Suite,UK,42054.91,YouTube Ads,1.0,42054.91
1006,Marketing Suite,UK,1271.74,Facebook Ads,0.5,635.87
1006,Marketing Suite,UK,1271.74,Organic Search,0.5,635.87
2138,Pro Plan,UK,46434.7,Email,0.16666666666666666,7739.116666666666
2138,Pro Plan,UK,46434.7,Facebook Ads,0.16666666666666666,7739.116666666666
2138,Pro Plan,UK,46434.7,Google Ads,0.16666666666666666,7739.116666666666
2138,Pro Plan,UK,46434.7,Organic Search,0.16666666666666666,7739.116666666666
2138,Pro Plan,UK,46434.7,YouTube Ads,0.3333333333333333,15478.233333333332
4462,Analytics Suite,Australia,45402.31,Instagram Ads,0.6666666666666666,30268.206666666665
4462,Analytics Suite,Australia,45402.31,LinkedIn Ads,0.3333333333333333,15134.103333333333
1273,Marketing Suite,India,15615.5,Facebook Ads,0.3333333333333333,5205.166666666666
1273,Marketing Suite,India,15615.5,LinkedIn Ads,0.3333333333333333,5205.166666666666
1273,Marketing Suite,India,15615.5,YouTube Ads,0.3333333333333333,5205.166666666666
3791,Basic Plan,Germany,35133.34,Google Ads,0.3333333333333333,11711.113333333331
3791,Basic Plan,Germany,35133.34,Instagram Ads,0.3333333333333333,11711.113333333331
3791,Basic Plan,Germany,35133.34,YouTube Ads,0.3333333333333333,11711.113333333331
3383,,USA,9605.41,Email,0.25,2401.3525
3383,,USA,9605.41,Google Ads,0.25,2401.3525
3383,,USA,9605.41,LinkedIn Ads,0.25,2401.3525
3383,,USA,9605.41,Organic Search,0.25,2401.3525
2878,,India,36360.21,LinkedIn Ads,0.5,18180.105
2878,,India,36360.21,YouTube Ads,0.5,18180.105
3432,Pro Plan,Germany,6655.77,Google Ads,0.5,3327.885
3432,Pro Plan,Germany,6655.77,Organic Search,0.5,3327.885
3163,Enterprise Plan,Australia,34993.2,Email,0.3333333333333333,11664.399999999998
3163,Enterprise Plan,Australia,34993.2,Facebook Ads,0.3333333333333333,11664.399999999998
3163,Enterprise Plan,Australia,34993.2,Organic Search,0.3333333333333333,11664.399999999998
3295,Basic Plan,Australia,16965.69,Email,0.5,8482.845
3295,Basic Plan,Australia,16965.69,YouTube Ads,0.5,8482.845
2540,Analytics Suite,Germany,36947.1,Organic Search,1.0,36947.1
3614,Marketing Suite,USA,42956.06,YouTube Ads,1.0,42956.06
3451,Basic Plan,Germany,5037.41,Facebook Ads,0.5,2518.705
3451,Basic Plan,Germany,5037.41,YouTube Ads,0.5,2518.705
3072,Marketing Suite,India,3723.41,Facebook Ads,0.4,1489.364
3072,Marketing Suite,India,3723.41,Instagram Ads,0.4,1489.364
3072,Marketing Suite,India,3723.41,Organic Search,0.2,744.682
3431,Pro Plan,Germany,8761.53,Instagram Ads,0.5,4380.765
3431,Pro Plan,Germany,8761.53,YouTube Ads,0.5,4380.765
2367,Pro Plan,USA,22602.14,Email,0.2,4520.428
2367,Pro Plan,USA,22602.14,Google Ads,0.2,4520.428
2367,Pro Plan,USA,22602.14,Instagram Ads,0.2,4520.428
2367,Pro Plan,USA,22602.14,LinkedIn Ads,0.2,4520.428
2367,Pro Plan,USA,22602.14,Organic Search,0.2,4520.428
3778,Pro Plan,USA,43181.9,Email,0.25,10795.475
3778,Pro Plan,USA,43181.9,Instagram Ads,0.5,21590.95
3778,Pro Plan,USA,43181.9,Organic Search,0.25,10795.475
1462,Pro Plan,Australia,27421.5,Facebook Ads,0.3333333333333333,9140.5
1462,Pro Plan,Australia,27421.5,Google Ads,0.16666666666666666,4570.25
1462,Pro Plan,Australia,27421.5,LinkedIn Ads,0.5,13710.75
1609,,India,6654.92,LinkedIn Ads,0.5,3327.46
1609,,India,6654.92,Organic Search,0.5,3327.46
2374,Basic Plan,USA,2343.43,Google Ads,0.6666666666666666,1562.2866666666664
2374,Basic Plan,USA,2343.43,LinkedIn Ads,0.3333333333333333,781.1433333333332
3373,,Australia,8027.59,Facebook Ads,0.25,2006.8975
3373,,Australia,8027.59,Instagram Ads,0.25,2006.8975
3373,,Australia,8027.59,LinkedIn Ads,0.5,4013.795
1438,Analytics Suite,Germany,14708.75,Email,1.0,14708.75
4280,Basic Plan,India,33057.24,Email,0.25,8264.31
4280,Basic Plan,India,33057.24,Instagram Ads,0.25,8264.31
4280,Basic Plan,India,33057.24,LinkedIn Ads,0.5,16528.62
3505,Marketing Suite,India,43250.18,Facebook Ads,0.25,10812.545
3505,Marketing Suite,India,43250.18,Google Ads,0.25,10812.545
3505,Marketing Suite,India,43250.18,Instagram Ads,0.25,10812.545
3505,Marketing Suite,India,43250.18,Organic Search,0.25,10812.545
4306,,UK,34100.55,Email,0.25,8525.1375
4306,,UK,34100.55,Facebook Ads,0.25,8525.1375
4306,,UK,34100.55,Organic Search,0.25,8525.1375
4306,,UK,34100.55,YouTube Ads,0.25,8525.1375
4279,,Australia,363.18,Facebook Ads,1.0,363.18
3543,Analytics Suite,Australia,37832.6,Email,0.5,18916.3
3543,Analytics Suite,Australia,37832.6,YouTube Ads,0.5,18916.3
3027,Marketing Suite,UK,37006.7,Google Ads,1.0,37006.7
3231,Analytics Suite,Germany,1194.83,Facebook Ads,0.3333333333333333,398.27666666666664
3231,Analytics Suite,Germany,1194.83,LinkedIn Ads,0.3333333333333333,398.27666666666664
3231,Analytics Suite,Germany,1194.83,Organic Search,0.3333333333333333,398.27666666666664
1299,Marketing Suite,India,28393.6,Facebook Ads,0.16666666666666666,4732.266666666666
1299,Marketing Suite,India,28393.6,Google Ads,0.16666666666666666,4732.266666666666
1299,Marketing Suite,India,28393.6,LinkedIn Ads,0.16666666666666666,4732.266666666666
1299,Marketing Suite,India,28393.6,Organic Search,0.3333333333333333,9464.533333333333
1299,Marketing Suite,India,28393.6,YouTube Ads,0.16666666666666666,4732.266666666666
3884,Analytics Suite,Australia,49572.16,Email,0.3333333333333333,16524.053333333333
3884,Analytics Suite,Australia,49572.16,Google Ads,0.3333333333333333,16524.053333333333
3884,Analytics Suite,Australia,49572.16,Instagram Ads,0.3333333333333333,16524.053333333333
1661,Marketing Suite,Germany,45198.4,YouTube Ads,1.0,45198.4
2256,Enterprise Plan,USA,13347.55,Google Ads,0.25,3336.8875
2256,Enterprise Plan,USA,13347.55,Instagram Ads,0.5,6673.775
2256,Enterprise Plan,USA,13347.55,YouTube Ads,0.25,3336.8875
1314,Enterprise Plan,Germany,17454.04,LinkedIn Ads,0.5,8727.02
1314,Enterprise Plan,Germany,17454.04,YouTube Ads,0.5,8727.02
3537,Marketing Suite,USA,16790.67,Facebook Ads,0.5,8395.335
3537,Marketing Suite,USA,16790.67,Google Ads,0.5,8395.335
2350,Basic Plan,India,36767.08,Email,0.25,9191.77
2350,Basic Plan,India,36767.08,Facebook Ads,0.25,9191.77
2350,Basic Plan,India,36767.08,Google Ads,0.25,9191.77
2350,Basic Plan,India,36767.08,YouTube Ads,0.25,9191.77
1310,Analytics Suite,USA,6899.64,Instagram Ads,0.5,3449.82
1310,Analytics Suite,USA,6899.64,Organic Search,0.5,3449.82
4090,Enterprise Plan,UK,4358.05,Email,0.5,2179.025
4090,Enterprise Plan,UK,4358.05,Instagram Ads,0.5,2179.025
1588,Pro Plan,UK,18937.88,Email,1.0,18937.88
3210,Analytics Suite,USA,4133.81,Email,1.0,4133.81
2793,Marketing Suite,Australia,47888.13,Instagram Ads,0.5,23944.065
2793,Marketing Suite,Australia,47888.13,LinkedIn Ads,0.5,23944.065
4475,Analytics Suite,India,11642.29,Email,0.2857142857142857,3326.3685714285716
4475,Analytics Suite,India,11642.29,Google Ads,0.14285714285714285,1663.1842857142858
4475,Analytics Suite,India,11642.29,Instagram Ads,0.14285714285714285,1663.1842857142858
4475,Analytics Suite,India,11642.29,LinkedIn Ads,0.14285714285714285,1663.1842857142858
4475,Analytics Suite,India,11642.29,Organic Search,0.2857142857142857,3326.3685714285716
2953,Basic Plan,Germany,2549.94,Facebook Ads,0.5,1274.97
2953,Basic Plan,Germany,2549.94,Google Ads,0.5,1274.97
3784,Enterprise Plan,Germany,12083.71,Email,0.6666666666666666,8055.8066666666655
3784,Enterprise Plan,Germany,12083.71,LinkedIn Ads,0.3333333333333333,4027.9033333333327
1518,Analytics Suite,India,31051.21,Google Ads,1.0,31051.21
1833,Basic Plan,UK,42264.5,Email,0.5,21132.25
1833,Basic Plan,UK,42264.5,Instagram Ads,0.5,21132.25
4038,Analytics Suite,UK,7990.75,Email,0.4,3196.3
4038,Analytics Suite,UK,7990.75,Instagram Ads,0.2,1598.15
4038,Analytics Suite,UK,7990.75,LinkedIn Ads,0.2,1598.15
4038,Analytics Suite,UK,7990.75,Organic Search,0.2,1598.15
2555,Analytics Suite,Germany,23447.07,Google Ads,0.2,4689.414
2555,Analytics Suite,Germany,23447.07,LinkedIn Ads,0.4,9378.828
2555,Analytics Suite,Germany,23447.07,Organic Search,0.2,4689.414
2555,Analytics Suite,Germany,23447.07,YouTube Ads,0.2,4689.414
3176,Pro Plan,India,9374.08,Google Ads,0.2,1874.816
3176,Pro Plan,India,9374.08,Instagram Ads,0.4,3749.632
3176,Pro Plan,India,9374.08,Organic Search,0.2,1874.816
3176,Pro Plan,India,9374.08,YouTube Ads,0.2,1874.816
2769,Marketing Suite,India,40752.06,Email,0.3333333333333333,13584.019999999999
2769,Marketing Suite,India,40752.06,Google Ads,0.3333333333333333,13584.019999999999
2769,Marketing Suite,India,40752.06,Instagram Ads,0.3333333333333333,13584.019999999999
2668,Analytics Suite,Germany,15092.51,Email,0.5,7546.255
2668,Analytics Suite,Germany,15092.51,Google Ads,0.5,7546.255
3811,Analytics Suite,Australia,25777.18,Facebook Ads,0.3333333333333333,8592.393333333333
3811,Analytics Suite,Australia,25777.18,Instagram Ads,0.3333333333333333,8592.393333333333
3811,Analytics Suite,Australia,25777.18,LinkedIn Ads,0.3333333333333333,8592.393333333333
3975,Pro Plan,USA,24906.38,Facebook Ads,0.5,12453.19
3975,Pro Plan,USA,24906.38,Google Ads,0.5,12453.19
2380,,Germany,5088.6,Email,0.4,2035.4400000000003
2380,,Germany,5088.6,Google Ads,0.2,1017.7200000000001
2380,,Germany,5088.6,LinkedIn Ads,0.4,2035.4400000000003
3242,Analytics Suite,India,3350.12,Facebook Ads,1.0,3350.12
2536,,India,28163.77,Instagram Ads,0.25,7040.9425
2536,,India,28163.77,LinkedIn Ads,0.25,7040.9425
2536,,India,28163.77,Organic Search,0.5,14081.885
2980,Analytics Suite,USA,2962.86,Email,0.1,296.286
2980,Analytics Suite,USA,2962.86,Facebook Ads,0.4,1185.144
2980,Analytics Suite,USA,2962.86,Instagram Ads,0.1,296.286
2980,Analytics Suite,USA,2962.86,LinkedIn Ads,0.1,296.286
2980,Analytics Suite,USA,2962.86,Organic Search,0.1,296.286
2980,Analytics Suite,USA,2962.86,YouTube Ads,0.2,592.572
2028,Basic Plan,Australia,41399.81,Email,0.6,24839.886
2028,Basic Plan,Australia,41399.81,Organic Search,0.4,16559.924
1113,Analytics Suite,USA,45065.38,Instagram Ads,0.3333333333333333,15021.793333333331
1113,Analytics Suite,USA,45065.38,LinkedIn Ads,0.6666666666666666,30043.586666666662
3867,Enterprise Plan,USA,32323.85,Google Ads,0.5,16161.925
3867,Enterprise Plan,USA,32323.85,YouTube Ads,0.5,16161.925
3213,Basic Plan,India,7190.43,Facebook Ads,0.3333333333333333,2396.81
3213,Basic Plan,India,7190.43,Instagram Ads,0.3333333333333333,2396.81
3213,Basic Plan,India,7190.43,LinkedIn Ads,0.3333333333333333,2396.81
1137,Pro Plan,Germany,12878.22,Google Ads,0.5,6439.11
1137,Pro Plan,Germany,12878.22,Organic Search,0.25,3219.555
1137,Pro Plan,Germany,12878.22,YouTube Ads,0.25,3219.555
4489,Pro Plan,USA,41296.61,LinkedIn Ads,1.0,41296.61
2056,Analytics Suite,India,13718.08,Facebook Ads,0.6666666666666666,9145.386666666665
2056,Analytics Suite,India,13718.08,Google Ads,0.3333333333333333,4572.693333333333
4106,Basic Plan,India,33844.39,Organic Search,1.0,33844.39
1068,Basic Plan,Germany,28323.97,Email,1.0,28323.97
3437,Pro Plan,Germany,24490.85,Facebook Ads,0.3333333333333333,8163.616666666666
3437,Pro Plan,Germany,24490.85,Google Ads,0.3333333333333333,8163.616666666666
3437,Pro Plan,Germany,24490.85,Instagram Ads,0.3333333333333333,8163.616666666666
2505,Enterprise Plan,UK,21146.08,Facebook Ads,0.5,10573.04
2505,Enterprise Plan,UK,21146.08,Google Ads,0.25,5286.52
2505,Enterprise Plan,UK,21146.08,Instagram Ads,0.25,5286.52
1127,Basic Plan,USA,33277.49,YouTube Ads,1.0,33277.49
4009,Basic Plan,USA,25835.21,Instagram Ads,1.0,25835.21
2958,Marketing Suite,Germany,9077.62,Email,0.5,4538.81
2958,Marketing Suite,Germany,9077.62,Google Ads,0.5,4538.81
2384,Pro Plan,Australia,13085.69,Facebook Ads,0.5,6542.845
2384,Pro Plan,Australia,13085.69,Organic Search,0.5,6542.845
4133,Basic Plan,UK,28141.21,Facebook Ads,0.16666666666666666,4690.201666666666
4133,Basic Plan,UK,28141.21,Google Ads,0.16666666666666666,4690.201666666666
4133,Basic Plan,UK,28141.21,Instagram Ads,0.3333333333333333,9380.403333333332
4133,Basic Plan,UK,28141.21,LinkedIn Ads,0.16666666666666666,4690.201666666666
4133,Basic Plan,UK,28141.21,Organic Search,0.16666666666666666,4690.201666666666
1882,Pro Plan,USA,42880.07,Google Ads,0.3333333333333333,14293.356666666667
1882,Pro Plan,USA,42880.07,Organic Search,0.3333333333333333,14293.356666666667
1882,Pro Plan,USA,42880.07,YouTube Ads,0.3333333333333333,14293.356666666667
1335,Basic Plan,Germany,22410.06,Google Ads,0.5,11205.03
1335,Basic Plan,Germany,22410.06,LinkedIn Ads,0.5,11205.03
2426,Analytics Suite,Germany,31704.85,Facebook Ads,0.5,15852.425
2426,Analytics Suite,Germany,31704.85,Instagram Ads,0.5,15852.425
2674,Analytics Suite,Australia,17828.17,LinkedIn Ads,0.3333333333333333,5942.723333333332
2674,Analytics Suite,Australia,17828.17,Organic Search,0.3333333333333333,5942.723333333332
2674,Analytics Suite,Australia,17828.17,YouTube Ads,0.3333333333333333,5942.723333333332
2759,Analytics Suite,USA,16590.49,YouTube Ads,1.0,16590.49
2779,Analytics Suite,India,37341.5,Google Ads,0.6,22404.899999999998
2779,Analytics Suite,India,37341.5,Organic Search,0.19999999999999998,7468.299999999999
2779,Analytics Suite,India,37341.5,YouTube Ads,0.19999999999999998,7468.299999999999
1765,Pro Plan,UK,28751.84,Facebook Ads,0.25,7187.96
1765,Pro Plan,UK,28751.84,Google Ads,0.25,7187.96
1765,Pro Plan,UK,28751.84,Organic Search,0.25,7187.96
1765,Pro Plan,UK,28751.84,YouTube Ads,0.25,7187.96
1199,Enterprise Plan,UK,43366.28,Email,0.3333333333333333,14455.426666666666
1199,Enterprise Plan,UK,43366.28,Instagram Ads,0.16666666666666666,7227.713333333333
1199,Enterprise Plan,UK,43366.28,Organic Search,0.5,21683.14
2673,,Germany,4901.66,LinkedIn Ads,1.0,4901.66
2779,Marketing Suite,UK,38842.57,Google Ads,0.6,23305.541999999998
2779,Marketing Suite,UK,38842.57,Organic Search,0.19999999999999998,7768.513999999999
2779,Marketing Suite,UK,38842.57,YouTube Ads,0.19999999999999998,7768.513999999999
4407,Enterprise Plan,USA,4671.13,Email,0.25,1167.7825
4407,Enterprise Plan,USA,4671.13,Google Ads,0.5,2335.565
4407,Enterprise Plan,USA,4671.13,Instagram Ads,0.25,1167.7825
3646,Analytics Suite,UK,12993.48,Email,0.5,6496.74
3646,Analytics Suite,UK,12993.48,Facebook Ads,0.5,6496.74
3537,Enterprise Plan,Germany,40249.29,Facebook Ads,0.5,20124.645
3537,Enterprise Plan,Germany,40249.29,Google Ads,0.5,20124.645
2427,Marketing Suite,India,17046.59,Instagram Ads,0.2,3409.318
2427,Marketing Suite,India,17046.59,LinkedIn Ads,0.2,3409.318
2427,Marketing Suite,India,17046.59,Organic Search,0.2,3409.318
2427,Marketing Suite,India,17046.59,YouTube Ads,0.4,6818.636
2866,Pro Plan,Germany,22540.87,Email,0.25,5635.2175
2866,Pro Plan,Germany,22540.87,Facebook Ads,0.25,5635.2175
2866,Pro Plan,Germany,22540.87,Instagram Ads,0.25,5635.2175
2866,Pro Plan,Germany,22540.87,YouTube Ads,0.25,5635.2175
1183,Basic Plan,Australia,33152.12,Instagram Ads,0.3333333333333333,11050.706666666667
1183,Basic Plan,Australia,33152.12,YouTube Ads,0.6666666666666666,22101.413333333334
1281,Analytics Suite,Germany,39312.22,Google Ads,1.0,39312.22
2501,Basic Plan,USA,23102.81,Google Ads,0.25,5775.7025
2501,Basic Plan,USA,23102.81,Organic Search,0.5,11551.405
2501,Basic Plan,USA,23102.81,YouTube Ads,0.25,5775.7025
1051,Enterprise Plan,Germany,32112.92,Email,0.25,8028.23
1051,Enterprise Plan,Germany,32112.92,Instagram Ads,0.25,8028.23
1051,Enterprise Plan,Germany,32112.92,LinkedIn Ads,0.25,8028.23
1051,Enterprise Plan,Germany,32112.92,Organic Search,0.25,8028.23
2210,Marketing Suite,Australia,24464.29,Email,0.3333333333333333,8154.763333333333
2210,Marketing Suite,Australia,24464.29,LinkedIn Ads,0.3333333333333333,8154.763333333333
2210,Marketing Suite,Australia,24464.29,YouTube Ads,0.3333333333333333,8154.763333333333
3916,Enterprise Plan,UK,13627.35,Email,0.3333333333333333,4542.45
3916,Enterprise Plan,UK,13627.35,Facebook Ads,0.3333333333333333,4542.45
3916,Enterprise Plan,UK,13627.35,Instagram Ads,0.3333333333333333,4542.45
2593,Basic Plan,India,35599.28,Email,1.0,35599.28
3845,Pro Plan,UK,46694.69,LinkedIn Ads,1.0,46694.69
4115,,India,19682.84,Google Ads,0.6666666666666666,13121.893333333333
4115,,India,19682.84,LinkedIn Ads,0.3333333333333333,6560.946666666667
3373,Basic Plan,USA,33511.3,Facebook Ads,0.25,8377.825
3373,Basic Plan,USA,33511.3,Instagram Ads,0.25,8377.825
3373,Basic Plan,USA,33511.3,LinkedIn Ads,0.5,16755.65
2387,Marketing Suite,Australia,39593.33,YouTube Ads,1.0,39593.33
2162,Marketing Suite,Germany,49747.17,Email,0.2,9949.434000000001
2162,Marketing Suite,Germany,49747.17,Google Ads,0.2,9949.434000000001
2162,Marketing Suite,Germany,49747.17,Instagram Ads,0.2,9949.434000000001
2162,Marketing Suite,Germany,49747.17,Organic Search,0.4,19898.868000000002
4046,Marketing Suite,UK,35699.89,Google Ads,0.5,17849.945
4046,Marketing Suite,UK,35699.89,YouTube Ads,0.5,17849.945
3131,Enterprise Plan,Germany,41491.89,LinkedIn Ads,1.0,41491.89
2998,Pro Plan,USA,31125.41,Facebook Ads,0.5,15562.705
2998,Pro Plan,USA,31125.41,YouTube Ads,0.5,15562.705
4410,Basic Plan,USA,45538.12,Google Ads,1.0,45538.12
1304,Enterprise Plan,India,26746.07,Email,0.5,13373.035
1304,Enterprise Plan,India,26746.07,YouTube Ads,0.5,13373.035
3741,Basic Plan,Australia,45360.57,Facebook Ads,0.25,11340.1425
3741,Basic Plan,Australia,45360.57,Google Ads,0.25,11340.1425
3741,Basic Plan,Australia,45360.57,LinkedIn Ads,0.25,11340.1425
3741,Basic Plan,Australia,45360.57,YouTube Ads,0.25,11340.1425
2883,Pro Plan,India,48454.26,Facebook Ads,0.2,9690.852
2883,Pro Plan,India,48454.26,Instagram Ads,0.2,9690.852
2883,Pro Plan,India,48454.26,LinkedIn Ads,0.4,19381.704
2883,Pro Plan,India,48454.26,Organic Search,0.2,9690.852
2834,Marketing Suite,Germany,21313.55,Email,0.3333333333333333,7104.516666666666
2834,Marketing Suite,Germany,21313.55,Instagram Ads,0.3333333333333333,7104.516666666666
2834,Marketing Suite,Germany,21313.55,Organic Search,0.3333333333333333,7104.516666666666
3584,Analytics Suite,UK,11269.15,Google Ads,1.0,11269.15
1910,Enterprise Plan,Australia,34610.82,YouTube Ads,1.0,34610.82
1722,Enterprise Plan,India,11446.66,Email,0.5,5723.33
1722,Enterprise Plan,India,11446.66,Instagram Ads,0.5,5723.33
2814,Marketing Suite,USA,28645.83,Email,0.25,7161.4575
2814,Marketing Suite,USA,28645.83,Facebook Ads,0.25,7161.4575
2814,Marketing Suite,USA,28645.83,Instagram Ads,0.5,14322.915
3519,,India,44007.26,Email,0.5,22003.63
3519,,India,44007.26,Facebook Ads,0.25,11001.815
3519,,India,44007.26,Organic Search,0.25,11001.815
2523,Marketing Suite,Germany,7419.79,Email,0.25,1854.9475
2523,Marketing Suite,Germany,7419.79,Instagram Ads,0.25,1854.9475
2523,Marketing Suite,Germany,7419.79,LinkedIn Ads,0.25,1854.9475
2523,Marketing Suite,Germany,7419.79,Organic Search,0.25,1854.9475
