conversion_id,user_id,lead_date,conversion_date,lead_stage,customer_journey,product,deal_value,country,city,conversion_status
C000609,4305,2024-08-02,2024-12-09,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,26339.45,India,Mumbai,Won
C000610,1192,2024-09-05,2024-06-26,Won,Facebook Ads > Website > Direct > Purchase,,30170.09,Australia,Sydney,Won
C000611,2646,2024-12-31,2024-04-11,SQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,40105.85,Australia,Berlin,Won
C000612,3443,2024-01-16,2024-02-28,Lead,LinkedIn Ads > Demo > Purchase,Basic Plan,33297.58,USA,Delhi,Lost
C000613,4181,2025-10-15,2025-06-01,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,26157.28,Germany,Berlin,Lost
C000614,3990,2024-02-19,2025-12-14,Won,Instagram Ads > Website > Email > Purchase,Pro Plan,26853.81,Australia,New York,Lost
C000615,3160,2025-03-30,2025-04-12,SQL,YouTube Ads > Website > Direct > Purchase,,26860.56,USA,Mumbai,Won
C000616,1855,2025-10-30,2024-09-01,SQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,17639.39,Germany,Berlin,Lost
C000617,3866,2024-02-24,2024-09-16,Lost,Google Ads > Website > Email > Purchase,Analytics Suite,20871.44,Australia,London,Won
C000618,2877,2024-09-23,2024-04-27,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,33669.28,UK,Sydney,Lost
C000619,1066,2024-09-28,2024-05-04,SQL,Google Ads > Website > Email > Purchase,Basic Plan,9556.76,India,London,Lost
C000620,1397,2024-09-20,2025-09-30,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,46763.61,UK,Bangalore,Lost
C000621,4418,2025-09-03,2024-10-14,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,42564.83,Germany,Bangalore,Lost
C000622,2693,2025-03-20,2024-10-15,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,29651.19,Germany,London,Lost
C000623,4039,2025-07-16,2025-10-06,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,20969.04,India,Sydney,Won
C000624,2839,2025-06-29,2024-10-08,MQL,LinkedIn Ads > Demo > Purchase,Pro Plan,43264.66,Germany,,Won
C000625,2165,2024-09-06,2025-10-31,MQL,Instagram Ads > Website > Email > Purchase,,33599.99,India,Sydney,Won
C000626,1865,2024-11-18,2025-02-22,Won,Google Ads > Website > Email > Purchase,Basic Plan,42303.09,India,Bangalore,Won
C000627,3295,2025-01-23,2025-01-30,SQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,19739.57,India,Delhi,Won
C000628,3951,2025-07-20,2024-09-20,Lost,LinkedIn Ads > Demo > Purchase,Analytics Suite,42314.93,UK,Delhi,Won
C000629,2056,2024-03-20,2025-04-19,SQL,Instagram Ads > Website > Email > Purchase,Pro Plan,2306.78,USA,Sydney,Lost
C000630,1204,2024-02-10,2024-09-10,MQL,Facebook Ads > Website > Direct > Purchase,,4204.07,Australia,Delhi,Lost
C000631,3003,2024-06-20,2025-12-10,MQL,LinkedIn Ads > Demo > Purchase,Pro Plan,46398.21,UK,New York,Lost
C000632,2401,2025-08-13,2024-10-27,Lead,YouTube Ads > Website > Direct > Purchase,,20587.35,India,London,Lost
C000633,1704,2025-11-28,2025-12-07,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,48114.03,India,Sydney,Won
C000634,2560,2025-08-03,2024-02-21,Lost,Google Ads > Website > Email > Purchase,Basic Plan,35436.66,UK,Delhi,Won
C000635,3025,2024-09-10,2025-12-08,Opportunity,LinkedIn Ads > Demo > Purchase,Pro Plan,29762.52,Germany,Berlin,Won
C000636,1864,2025-05-09,2025-07-21,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,21398.15,USA,Berlin,Lost
C000637,2343,2024-12-05,2025-07-31,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,46344.55,India,Sydney,Won
C000638,4379,2025-02-28,2025-09-11,MQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,38535.62,India,Bangalore,Won
C000639,2942,2025-04-22,2025-06-05,Opportunity,Instagram Ads > Website > Email > Purchase,Analytics Suite,23260.96,UK,Berlin,Won
C000640,3965,2025-01-06,2025-11-29,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,15777.18,Australia,Sydney,Won
C000641,1585,2024-11-08,2025-12-09,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,26984.67,Germany,Berlin,Won
C000642,1673,2025-01-29,2024-08-21,SQL,Facebook Ads > Website > Direct > Purchase,,31789.52,Germany,Sydney,Won
C000643,1475,2024-06-11,2024-05-16,SQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,30683.53,Germany,Mumbai,Won
C000644,3990,2025-12-07,2024-05-03,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,29051.91,Australia,Sydney,Lost
C000645,2761,2025-07-21,2025-12-16,Lead,Google Ads > Website > Email > Purchase,Marketing Suite,17088.0,India,Berlin,Lost
C000646,3022,2024-06-26,2024-10-04,SQL,Google Ads > Website > Email > Purchase,Basic Plan,43433.21,Australia,New York,Lost
C000647,1891,2024-10-21,2024-06-13,MQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,37545.1,USA,,Won
C000648,1405,2024-02-02,2024-09-26,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,13042.18,Australia,Sydney,Lost
C000649,2173,2025-07-05,2024-05-28,Won,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,32336.9,Germany,Berlin,Won
C000650,1084,2025-08-19,2025-09-06,Opportunity,LinkedIn Ads > Demo > Purchase,Enterprise Plan,46025.59,USA,Sydney,Won
C000651,1264,2024-07-06,2025-11-17,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,37373.85,India,Mumbai,Lost
C000652,3588,2024-12-15,2025-01-26,Won,LinkedIn Ads > Demo > Purchase,Marketing Suite,42553.14,Germany,London,Lost
C000653,4007,2024-08-06,2025-08-09,Opportunity,YouTube Ads > Website > Direct > Purchase,Analytics Suite,20644.82,Australia,London,Lost
C000654,2282,2025-03-31,2025-11-19,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,28028.23,India,Berlin,Won
C000655,3607,2024-05-14,2025-03-25,Won,LinkedIn Ads > Demo > Purchase,Enterprise Plan,13763.91,India,Berlin,Lost
C000656,2917,2025-03-31,2024-11-25,Lost,YouTube Ads > Website > Direct > Purchase,,10747.1,Germany,London,Won
C000657,1607,2025-01-27,2025-12-02,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,34654.66,India,Berlin,Won
C000658,4186,2025-11-23,2025-04-18,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,25644.9,India,Berlin,Won
C000659,1282,2025-09-19,2024-10-17,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,25867.94,Germany,,Won
C000660,2088,2024-05-14,2024-01-15,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,15368.28,UK,Delhi,Won
C000661,2958,2025-04-26,2024-01-11,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,5355.59,Germany,New York,Won
C000662,2310,2025-09-01,2024-02-06,Opportunity,LinkedIn Ads > Demo > Purchase,Enterprise Plan,28426.67,UK,Sydney,Won
C000663,2468,2025-02-11,2025-07-29,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,25589.81,USA,New York,Won
C000664,1409,2025-11-03,2025-12-25,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,26519.55,UK,Berlin,Lost
C000665,2873,2024-09-12,2025-03-25,Lead,Facebook Ads > Website > Direct > Purchase,Basic Plan,6674.48,USA,New York,Won
C000666,2810,2024-11-28,2024-06-14,Opportunity,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,42894.79,Germany,Bangalore,Won
C000667,3881,2024-01-30,2024-06-03,Lost,YouTube Ads > Website > Direct > Purchase,Analytics Suite,3918.56,Australia,Mumbai,Lost
C000668,4491,2024-06-28,2025-10-10,Lost,YouTube Ads > Website > Direct > Purchase,Basic Plan,39048.63,Australia,Delhi,Lost
C000669,4227,2025-12-17,2025-04-07,Lost,Google Ads > Website > Email > Purchase,Analytics Suite,17096.1,Australia,Bangalore,Won
C000670,2683,2025-03-14,2024-06-23,Lead,Instagram Ads > Website > Email > Purchase,Enterprise Plan,45551.93,Germany,Sydney,Won
C000671,2664,2024-04-06,2025-09-27,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,22783.14,Australia,Sydney,Lost
C000672,2321,2025-05-24,2025-01-02,Lost,Google Ads > Website > Email > Purchase,Basic Plan,43839.49,Australia,,Won
C000673,1576,2024-11-02,2024-02-02,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,3686.51,Germany,Berlin,Won
C000674,3492,2025-05-18,2025-04-09,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,35357.69,UK,New York,Won
C000675,3100,2025-02-13,2024-03-03,Opportunity,LinkedIn Ads > Demo > Purchase,Pro Plan,23345.09,Germany,Delhi,Won
C000676,2160,2025-02-03,2024-08-14,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,23543.24,Germany,Sydney,Won
C000677,2903,2025-12-01,2025-05-02,Lead,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,48753.24,USA,New York,Won
C000678,2048,2025-10-01,2025-08-31,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,12614.0,UK,New York,Lost
C000679,1267,2025-06-10,2024-07-11,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,39369.75,Germany,Delhi,Won
C000680,2406,2024-09-09,2025-01-08,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,27246.06,Germany,London,Won
C000681,2271,2025-12-21,2024-08-31,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,20152.49,USA,Bangalore,Won
C000682,2594,2024-02-07,2025-10-24,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,17341.65,UK,Delhi,Lost
C000683,3622,2024-10-14,2025-12-14,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,6394.28,USA,London,Won
C000684,2520,2024-08-26,2025-12-23,Won,LinkedIn Ads > Demo > Purchase,Marketing Suite,47754.31,UK,Mumbai,Won
C000685,1860,2025-07-27,2024-03-27,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,4850.4,USA,Bangalore,Lost
C000686,1222,2024-06-10,2024-12-30,Won,Google Ads > Website > Email > Purchase,Marketing Suite,8774.4,Australia,,Won
C000687,3984,2024-10-22,2024-10-08,Won,LinkedIn Ads > Demo > Purchase,Pro Plan,35905.34,Australia,Berlin,Won
C000688,2418,2024-01-17,2024-01-09,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,49803.49,Germany,London,Won
C000689,1818,2024-09-12,2025-02-19,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,24796.82,USA,Sydney,Won
C000690,3710,2024-03-19,2025-03-20,Lead,Facebook Ads > Website > Direct > Purchase,Basic Plan,1652.37,Australia,London,Lost
C000691,3989,2025-07-26,2025-08-31,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,10943.44,Australia,Mumbai,Won
C000692,1544,2024-08-08,2025-01-09,MQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,20770.09,Germany,New York,Won
C000693,1545,2025-11-15,2025-10-20,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,47865.98,India,,Won
C000694,4001,2024-06-26,2024-09-02,SQL,LinkedIn Ads > Demo > Purchase,Pro Plan,6674.73,India,,Won
C000695,3026,2024-09-21,2024-01-19,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,45139.74,Germany,Delhi,Won
C000696,1236,2025-01-14,2024-06-09,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,12905.99,India,Berlin,Won
C000697,2063,2024-04-07,2025-10-09,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,840.48,Australia,New York,Won
C000698,3066,2024-12-25,2025-03-13,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,4209.89,USA,Bangalore,Won
C000699,2985,2025-06-23,2024-05-06,Lead,Google Ads > Website > Email > Purchase,,27691.42,USA,New York,Won
C000700,2460,2025-11-13,2025-05-26,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,48422.79,India,Mumbai,Won
C000701,2544,2024-03-17,2025-06-30,Won,YouTube Ads > Website > Direct > Purchase,Pro Plan,17898.0,Australia,Sydney,Won
C000702,3192,2024-02-18,2024-05-08,Lost,Google Ads > Website > Email > Purchase,Marketing Suite,21628.04,Australia,London,Won
C000703,3812,2024-01-21,2024-06-09,Opportunity,Google Ads > Website > Email > Purchase,Marketing Suite,37852.34,Australia,London,Won
C000704,3787,2025-03-03,2025-02-24,SQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,21853.25,Australia,New York,Lost
C000705,1358,2025-04-04,2024-02-20,Won,Instagram Ads > Website > Email > Purchase,Enterprise Plan,45483.72,Germany,Mumbai,Won
C000706,1977,2024-08-28,2024-05-31,MQL,Google Ads > Website > Email > Purchase,Basic Plan,49060.08,Germany,New York,Won
C000707,1331,2025-09-03,2024-09-14,Won,Instagram Ads > Website > Email > Purchase,Pro Plan,30143.85,Australia,Berlin,Won
C000708,3619,2024-11-02,2024-07-21,Opportunity,Google Ads > Website > Email > Purchase,Marketing Suite,1773.08,Germany,Delhi,Won
C000709,2649,2024-08-28,2025-05-16,Opportunity,YouTube Ads > Website > Direct > Purchase,Pro Plan,6089.75,UK,Mumbai,Won
C000710,3854,2025-03-03,2024-04-25,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,2969.21,India,Berlin,Won
C000711,2765,2025-09-26,2025-05-21,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,34451.7,India,Mumbai,Won
C000712,1583,2024-11-29,2025-12-06,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,9095.3,Australia,Bangalore,Won
C000713,1184,2024-12-15,2024-07-20,MQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,25147.33,Germany,Mumbai,Won
C000714,3965,2025-01-12,2024-07-24,MQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,9684.25,USA,Mumbai,Won
C000715,3650,2024-02-20,2024-11-24,MQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,40979.36,India,New York,Lost
C000716,4304,2025-07-23,2024-02-21,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,22408.01,Australia,London,Won
C000717,3892,2024-09-06,2025-10-18,Lost,Facebook Ads > Website > Direct > Purchase,Pro Plan,49623.94,India,Berlin,Won
C000718,2770,2025-07-20,2024-02-05,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,20802.4,Australia,Sydney,Won
C000719,3528,2024-09-22,2024-03-16,Lead,Google Ads > Website > Email > Purchase,Basic Plan,44755.98,Germany,Berlin,Lost
C000720,2671,2025-03-11,2025-09-10,Won,Facebook Ads > Website > Direct > Purchase,,27487.84,USA,New York,Lost
C000721,1376,2025-02-11,2025-06-24,MQL,Google Ads > Website > Email > Purchase,Basic Plan,30601.87,Germany,Delhi,Won
C000722,3532,2025-01-08,2024-01-18,MQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,1911.92,India,Berlin,Won
C000723,1943,2025-07-06,2025-09-24,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,25860.89,Australia,Mumbai,Lost
C000724,1414,2024-08-27,2025-05-02,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,38913.41,UK,Bangalore,Won
C000725,1357,2024-01-31,2024-02-24,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,24547.78,India,London,Lost
C000726,3943,2025-02-07,2025-03-26,Opportunity,Facebook Ads > Website > Direct > Purchase,,10279.1,India,London,Won
C000727,1554,2024-03-02,2024-11-30,Lead,YouTube Ads > Website > Direct > Purchase,Marketing Suite,37252.15,India,Sydney,Lost
C000728,1228,2024-04-27,2025-05-22,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,45162.92,Australia,New York,Won
C000729,3534,2024-12-27,2024-04-21,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,49009.21,India,Sydney,Lost
C000730,1941,2025-11-26,2024-09-21,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,45185.74,Germany,London,Won
C000731,1280,2024-11-13,2024-03-26,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,28372.17,India,London,Lost
C000732,3496,2024-08-31,2025-08-18,Lead,Facebook Ads > Website > Direct > Purchase,Analytics Suite,19193.56,Germany,Mumbai,Won
C000733,2582,2025-05-21,2025-08-24,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,31369.16,UK,London,Won
C000734,2602,2024-09-02,2024-04-01,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,25155.42,India,Sydney,Won
C000735,3442,2024-01-19,2025-11-13,Lost,Google Ads > Website > Email > Purchase,,41572.34,Australia,,Lost
C000736,3776,2025-05-15,2024-01-14,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,27451.65,UK,Berlin,Lost
C000737,2082,2025-06-16,2025-10-16,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,13982.84,UK,Mumbai,Won
C000738,2764,2024-12-28,2024-04-09,SQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,45318.94,India,Berlin,Won
C000739,1688,2024-07-02,2025-09-11,Lost,Google Ads > Website > Email > Purchase,Pro Plan,30121.65,UK,Berlin,Won
C000740,2109,2024-11-23,2024-03-31,SQL,Google Ads > Website > Email > Purchase,Enterprise Plan,32573.75,Germany,Bangalore,Won
C000741,1888,2025-02-22,2025-03-15,SQL,LinkedIn Ads > Demo > Purchase,,17667.61,USA,Mumbai,Won
C000742,2199,2024-10-07,2025-01-12,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,35112.48,India,London,Won
C000743,3994,2024-08-14,2025-07-29,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,5365.85,UK,New York,Won
C000744,3409,2024-11-27,2025-09-18,SQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,21385.57,UK,Sydney,Won
C000745,1092,2025-03-29,2025-04-08,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,18210.39,Australia,,Won
C000746,1178,2025-04-12,2024-11-19,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,23144.5,Australia,Delhi,Lost
C000747,4124,2024-05-27,2025-05-27,Lead,LinkedIn Ads > Demo > Purchase,,24892.08,Germany,Berlin,Won
C000748,2725,2024-02-04,2025-07-10,MQL,Google Ads > Website > Email > Purchase,Enterprise Plan,3871.05,Australia,Berlin,Lost
C000749,2241,2025-02-19,2025-05-18,Lost,Instagram Ads > Website > Email > Purchase,Analytics Suite,45047.43,India,Delhi,Won
C000750,1730,2025-05-10,2024-04-05,Won,Instagram Ads > Website > Email > Purchase,,27243.72,India,Delhi,Won
C000751,1204,2024-12-31,2024-08-23,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,21321.56,UK,Delhi,Won
C000752,3388,2025-07-04,2025-03-19,Lost,YouTube Ads > Website > Direct > Purchase,Basic Plan,20394.84,Australia,New York,Lost
C000753,2584,2024-04-21,2024-10-01,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,18540.79,Germany,London,Won
C000754,3611,2024-03-29,2024-08-10,Won,Google Ads > Website > Email > Purchase,Analytics Suite,4834.39,USA,Sydney,Won
C000755,2290,2024-01-06,2025-06-01,Won,Google Ads > Website > Email > Purchase,Marketing Suite,27321.65,Germany,Mumbai,Won
C000756,2633,2025-02-22,2024-08-22,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,7603.95,UK,Bangalore,Won
C000757,2158,2024-08-25,2024-05-24,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,37979.69,Australia,London,Won
C000758,4137,2024-07-20,2024-12-21,Won,Google Ads > Website > Email > Purchase,Analytics Suite,8967.97,India,Bangalore,Lost
C000759,4079,2024-12-31,2024-08-07,Won,YouTube Ads > Website > Direct > Purchase,Pro Plan,17310.62,Australia,Berlin,Lost
C000760,1476,2025-05-17,2024-12-06,Opportunity,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,49884.72,Germany,London,Won
C000761,1960,2025-03-31,2024-03-01,SQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,6146.7,Germany,London,Won
C000762,2634,2025-05-13,2024-06-01,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,35001.51,Australia,New York,Lost
C000763,3823,2024-08-17,2024-06-19,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,32166.64,India,New York,Won
C000764,1157,2025-09-20,2024-06-19,Won,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,27316.7,Australia,Delhi,Lost
C000765,2683,2024-06-13,2025-12-03,MQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,19902.09,Germany,Sydney,Won
C000766,1899,2025-02-27,2025-03-22,Won,YouTube Ads > Website > Direct > Purchase,Analytics Suite,1833.62,Germany,Sydney,Won
C000767,2690,2024-12-07,2024-02-05,MQL,LinkedIn Ads > Demo > Purchase,Pro Plan,33122.9,Australia,Berlin,Won
C000768,1230,2025-10-29,2024-03-11,Opportunity,Google Ads > Website > Email > Purchase,,4557.91,UK,London,Won
C000769,2151,2025-04-19,2024-07-31,Opportunity,Google Ads > Website > Email > Purchase,Pro Plan,49277.82,Australia,,Lost
C000770,3699,2024-03-16,2025-06-08,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,11817.79,UK,Mumbai,Won
C000771,1008,2024-09-13,2024-10-16,Lead,YouTube Ads > Website > Direct > Purchase,Marketing Suite,10064.09,USA,London,Won
C000772,1631,2025-03-30,2025-05-25,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,24515.27,UK,Delhi,Lost
C000773,3174,2025-04-27,2024-01-29,MQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,45494.7,Germany,Bangalore,Won
C000774,2688,2025-10-21,2024-09-30,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,20519.44,Germany,Mumbai,Won
C000775,1217,2024-08-04,2024-06-06,Lost,Google Ads > Website > Email > Purchase,Marketing Suite,40314.43,Germany,New York,Won
C000776,4334,2024-05-01,2025-11-01,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,29235.25,Germany,London,Won
C000777,1031,2024-01-22,2024-03-24,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,10669.17,USA,New York,Lost
C000778,3490,2025-11-27,2025-05-03,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,45786.98,UK,Berlin,Won
C000779,4264,2024-03-12,2025-12-02,Won,Google Ads > Website > Email > Purchase,,45185.26,UK,Berlin,Won
C000780,1788,2024-06-03,2025-03-01,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,14245.84,UK,New York,Won
C000781,4164,2025-04-11,2025-01-10,Lead,LinkedIn Ads > Demo > Purchase,Analytics Suite,9572.26,India,Bangalore,Lost
C000782,3280,2025-08-12,2025-11-13,SQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,24369.24,UK,London,Lost
C000783,3890,2025-06-25,2025-08-09,Won,LinkedIn Ads > Demo > Purchase,,28110.24,Germany,Sydney,Lost
C000784,3293,2025-12-31,2024-08-09,Lost,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,40193.04,India,Sydney,Lost
C000785,4070,2024-10-12,2025-12-28,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,886.49,UK,,Won
C000786,4142,2025-02-05,2024-01-10,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,32644.81,India,London,Won
C000787,3546,2025-07-03,2025-09-12,SQL,Google Ads > Website > Email > Purchase,Enterprise Plan,249.1,Australia,London,Won
C000788,3223,2024-06-17,2025-04-02,Opportunity,LinkedIn Ads > Demo > Purchase,Analytics Suite,11148.66,UK,London,Lost
C000789,3616,2024-06-21,2025-03-28,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,39389.4,Germany,Delhi,Lost
C000790,4489,2024-06-14,2025-05-13,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,43817.42,Germany,New York,Won
C000791,2305,2025-01-11,2025-07-29,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,15949.37,USA,Berlin,Won
C000792,3726,2024-08-27,2024-04-02,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,10289.43,USA,,Won
C000793,3040,2025-03-23,2025-01-09,SQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,3974.03,Australia,Bangalore,Won
C000794,4082,2024-02-22,2024-04-08,Won,LinkedIn Ads > Demo > Purchase,Marketing Suite,23705.13,USA,,Won
C000795,1456,2024-04-10,2025-03-07,Won,Instagram Ads > Website > Email > Purchase,,12927.45,Australia,Berlin,Lost
C000796,1420,2024-06-30,2024-04-30,MQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,13731.5,Australia,Berlin,Lost
C000797,1436,2024-04-29,2025-11-03,Won,Instagram Ads > Website > Email > Purchase,Enterprise Plan,41108.57,Australia,Delhi,Won
C000798,2709,2025-06-23,2025-02-08,Lead,Instagram Ads > Website > Email > Purchase,Marketing Suite,29499.88,India,New York,Lost
C000799,1455,2025-08-08,2025-03-18,MQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,7005.08,Germany,Delhi,Won
C000800,2879,2025-03-29,2024-09-11,Won,YouTube Ads > Website > Direct > Purchase,,6847.94,Germany,New York,Won
C000801,3597,2024-02-11,2024-05-29,Opportunity,Instagram Ads > Website > Email > Purchase,Analytics Suite,476.28,USA,Berlin,Won
C000802,3156,2024-08-05,2024-08-22,SQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,42193.61,UK,London,Won
C000803,3979,2024-04-25,2024-12-23,Lost,YouTube Ads > Website > Direct > Purchase,Analytics Suite,40211.08,UK,Bangalore,Won
C000804,4262,2025-02-27,2024-03-16,Won,Google Ads > Website > Email > Purchase,Pro Plan,38405.56,UK,Mumbai,Won
C000805,1753,2025-08-07,2025-06-05,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,18406.41,Australia,London,Won
C000806,3529,2024-10-21,2025-02-05,Lead,LinkedIn Ads > Demo > Purchase,Basic Plan,44951.78,USA,Mumbai,Lost
C000807,3519,2025-03-17,2024-05-16,MQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,19207.42,USA,New York,Won
C000808,3832,2025-11-10,2025-05-28,Opportunity,LinkedIn Ads > Demo > Purchase,Basic Plan,17803.2,USA,,Won
C000809,2868,2024-03-29,2024-12-23,Won,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,17830.32,Australia,New York,Lost
C000810,1179,2024-01-27,2025-07-14,Lead,Instagram Ads > Website > Email > Purchase,Pro Plan,29897.88,India,Berlin,Won
C000811,3881,2025-11-23,2024-01-07,Won,YouTube Ads > Website > Direct > Purchase,Marketing Suite,19014.06,Germany,London,Won
C000812,2255,2024-04-23,2025-08-13,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,14388.69,USA,London,Won
C000813,2753,2024-01-27,2024-05-22,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,28610.89,USA,New York,Won
C000814,3429,2024-11-25,2025-11-03,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,36964.63,UK,Berlin,Won
C000815,4119,2024-10-16,2025-08-04,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,8267.5,Australia,Bangalore,Won
