session_id,user_id,session_date,traffic_source,utm_source,utm_medium,utm_campaign,device,city,country,pages_viewed,session_duration_sec,bounce_flag
S000689,4186,2025-08-13,Email,Email,organic,Summer Sale,Mobile,London,Germany,19,2677,0
S000690,3914,2024-05-11,Facebook Ads,Google Ads,social,Summer Sale,Desktop,Sydney,Germany,4,2285,0
S000691,4126,2024-08-03,Facebook Ads,YouTube Ads,email,Product Launch,Desktop,Delhi,USA,21,2896,1
S000692,2782,2025-04-03,Organic Search,YouTube Ads,cpc,Retargeting,Mobile,Delhi,India,19,2944,1
S000693,1553,2024-08-03,Instagram Ads,Instagram Ads,social,Summer Sale,Desktop,Berlin,Germany,23,1121,0
S000694,3828,2025-09-11,Instagram Ads,Email,social,Retargeting,Desktop,London,Australia,8,2293,1
S000695,1007,2025-01-30,LinkedIn Ads,Email,social,Campaign_XYZ,Desktop,Delhi,USA,14,400,0
S000696,3327,2025-12-02,Google Ads,Email,organic,Retargeting,Mobile,Sydney,UK,11,1793,1
S000697,3837,2025-11-01,YouTube Ads,Google Ads,organic,Retargeting,Mobile,Bangalore,Australia,12,3483,1
S000698,1474,2024-07-14,LinkedIn Ads,YouTube Ads,organic,Retargeting,Mobile,Sydney,USA,3,3304,1
S000699,2851,2024-12-25,YouTube Ads,Email,email,Summer Sale,Desktop,Delhi,Germany,11,1002,0
S000700,3585,2024-10-02,YouTube Ads,Email,cpc,Black Friday,Mobile,New York,Germany,10,925,0
S000701,1171,2025-06-01,Google Ads,LinkedIn Ads,cpc,Retargeting,Tablet,Delhi,UK,19,2390,1
S000702,4458,2024-10-27,YouTube Ads,Google Ads,social,Retargeting,Tablet,London,India,20,2299,0
S000703,2083,2025-12-09,YouTube Ads,Email,cpc,Festive Offer,Tablet,Bangalore,UK,17,3151,1
S000704,3013,2025-07-24,Email,Facebook Ads,email,Product Launch,Mobile,London,India,6,884,0
S000705,2019,2025-12-19,Instagram Ads,LinkedIn Ads,social,Summer Sale,Mobile,Sydney,Australia,6,514,0
S000706,1101,2024-03-21,Instagram Ads,YouTube Ads,cpc,Festive Offer,Mobile,Mumbai,Australia,22,106,0
S000707,1649,2024-11-30,Instagram Ads,YouTube Ads,organic,Summer Sale,Desktop,London,Germany,16,2798,1
S000708,1272,2024-10-07,Google Ads,YouTube Ads,email,Summer Sale,Desktop,Delhi,UK,9,3137,0
S000709,4258,2024-04-16,Instagram Ads,Instagram Ads,organic,Black Friday,Tablet,Mumbai,USA,24,1921,0
S000710,1902,2025-09-21,LinkedIn Ads,Organic Search,social,Retargeting,Desktop,London,USA,2,3180,0
S000711,2421,2024-05-21,Organic Search,Instagram Ads,organic,Festive Offer,Desktop,Bangalore,USA,3,1199,1
S000712,3401,2024-12-13,LinkedIn Ads,Facebook Ads,organic,Brand Awareness,Desktop,Mumbai,USA,16,895,1
S000713,2655,2025-03-17,LinkedIn Ads,Facebook Ads,cpc,Black Friday,Mobile,New York,Germany,9,179,0
S000714,1749,2024-12-30,Google Ads,Organic Search,email,Campaign_XYZ,Desktop,Mumbai,USA,18,3553,0
S000715,2989,2025-02-14,Organic Search,LinkedIn Ads,cpc,Retargeting,Desktop,Mumbai,Germany,22,86,1
S000716,3385,2024-02-10,Facebook Ads,Facebook Ads,email,Unknown,Desktop,Delhi,USA,12,1441,0
S000717,1453,2025-03-11,Facebook Ads,LinkedIn Ads,social,Brand Awareness,Mobile,London,Germany,22,1328,0
S000718,3321,2024-06-28,LinkedIn Ads,Email,social,Campaign_XYZ,Mobile,Unknown,UK,10,1733,0
S000719,2373,2025-05-24,Facebook Ads,Google Ads,cpc,Product Launch,Desktop,Mumbai,Australia,2,3529,0
S000720,2987,2025-12-20,YouTube Ads,Instagram Ads,organic,Festive Offer,Tablet,Mumbai,Germany,10,1932,0
S000721,2944,2025-05-23,Google Ads,Email,social,Summer Sale,Mobile,London,Germany,18,2449,1
S000722,1237,2024-06-23,LinkedIn Ads,YouTube Ads,email,Campaign_XYZ,Mobile,Bangalore,Australia,9,3591,0
S000723,4266,2025-08-06,Email,LinkedIn Ads,email,Festive Offer,Desktop,London,Germany,2,3059,0
S000724,3285,2024-04-25,LinkedIn Ads,Facebook Ads,organic,Black Friday,Mobile,Bangalore,UK,21,1895,0
S000725,1882,2025-04-12,Organic Search,Google Ads,social,Campaign_XYZ,Desktop,Mumbai,India,19,571,0
S000726,3983,2025-11-02,LinkedIn Ads,Facebook Ads,organic,Brand Awareness,Mobile,London,Australia,5,2376,0
S000727,1441,2024-04-28,YouTube Ads,YouTube Ads,social,Brand Awareness,Mobile,London,Germany,1,310,0
S000728,2609,2025-10-07,Email,Google Ads,email,Summer Sale,Mobile,London,UK,16,1674,0
S000729,2973,2025-08-12,Instagram Ads,Facebook Ads,email,Retargeting,Desktop,Mumbai,USA,20,279,0
S000730,2599,2024-06-10,LinkedIn Ads,LinkedIn Ads,email,Festive Offer,Desktop,Berlin,Australia,21,2774,0
S000731,4433,2025-12-16,Email,Email,organic,Brand Awareness,Desktop,Unknown,USA,2,313,1
S000732,3170,2024-02-03,Facebook Ads,Facebook Ads,cpc,Black Friday,Mobile,Bangalore,UK,13,2005,0
S000733,1179,2024-01-16,Instagram Ads,Instagram Ads,cpc,Black Friday,Desktop,Bangalore,Australia,17,253,0
S000734,1489,2025-03-03,YouTube Ads,Organic Search,cpc,Unknown,Tablet,Sydney,Germany,13,2561,0
S000735,2536,2024-10-17,Organic Search,Organic Search,email,Black Friday,Mobile,London,India,16,1135,0
S000736,2013,2024-11-09,LinkedIn Ads,Organic Search,social,Summer Sale,Desktop,Unknown,India,2,1543,1
S000737,3781,2024-01-30,Instagram Ads,Instagram Ads,organic,Festive Offer,Mobile,Delhi,Germany,23,2935,0
S000738,2507,2025-02-20,LinkedIn Ads,Google Ads,email,Black Friday,Mobile,Sydney,UK,17,686,1
S000739,1172,2024-12-17,LinkedIn Ads,Instagram Ads,cpc,Campaign_XYZ,Mobile,Mumbai,USA,24,1955,1
S000740,1101,2025-04-06,Organic Search,Facebook Ads,cpc,Black Friday,Mobile,Delhi,UK,10,3521,0
S000741,2991,2024-02-17,Organic Search,YouTube Ads,social,Summer Sale,Mobile,Sydney,Australia,9,3054,1
S000742,3632,2024-12-05,YouTube Ads,Instagram Ads,organic,Campaign_XYZ,Mobile,Delhi,India,6,1566,1
S000743,3536,2025-05-25,Facebook Ads,LinkedIn Ads,email,Unknown,Mobile,Delhi,India,2,702,0
S000744,4117,2025-05-04,YouTube Ads,Facebook Ads,cpc,Brand Awareness,Desktop,Bangalore,Germany,17,1342,0
S000745,1416,2025-04-21,YouTube Ads,Organic Search,email,Summer Sale,Mobile,Sydney,Australia,20,583,0
S000746,1932,2025-07-01,Facebook Ads,Instagram Ads,organic,Retargeting,Desktop,Mumbai,Australia,21,1875,1
S000747,1187,2025-10-12,Instagram Ads,Email,social,Campaign_XYZ,Desktop,New York,India,24,242,0
S000748,1304,2025-12-09,YouTube Ads,Google Ads,social,Summer Sale,Desktop,Berlin,USA,15,709,0
S000749,1581,2025-03-03,LinkedIn Ads,Organic Search,social,Unknown,Tablet,New York,Australia,21,1318,1
S000750,2168,2024-10-26,YouTube Ads,YouTube Ads,email,Product Launch,Desktop,New York,UK,15,1042,1
S000751,2269,2024-06-24,Facebook Ads,YouTube Ads,email,Brand Awareness,Mobile,Unknown,Germany,17,1304,0
S000752,2814,2025-08-09,Instagram Ads,YouTube Ads,social,Brand Awareness,Desktop,Mumbai,UK,20,2714,1
S000753,3724,2025-08-06,Facebook Ads,YouTube Ads,email,Product Launch,Desktop,Bangalore,Australia,7,1080,1
S000754,3113,2024-12-21,LinkedIn Ads,LinkedIn Ads,social,Brand Awareness,Mobile,Bangalore,Germany,16,556,0
S000755,2361,2024-11-06,Instagram Ads,Instagram Ads,organic,Brand Awareness,Desktop,London,India,11,271,0
S000756,3533,2025-08-07,YouTube Ads,YouTube Ads,email,Black Friday,Tablet,Berlin,UK,24,2815,1
S000757,1347,2025-09-03,Instagram Ads,LinkedIn Ads,email,Festive Offer,Desktop,Bangalore,UK,12,1203,0
S000758,1213,2025-04-25,Organic Search,LinkedIn Ads,social,Summer Sale,Desktop,Unknown,UK,18,164,0
S000759,1896,2024-08-02,YouTube Ads,YouTube Ads,social,Brand Awareness,Mobile,London,UK,13,397,0
S000760,2642,2024-07-13,YouTube Ads,Email,social,Retargeting,Mobile,Unknown,Germany,22,3088,0
S000761,3857,2024-02-12,Google Ads,YouTube Ads,email,Product Launch,Mobile,Delhi,USA,6,3408,0
S000762,1366,2025-10-01,YouTube Ads,LinkedIn Ads,social,Brand Awareness,Mobile,New York,Germany,4,309,1
S000763,2960,2024-07-04,YouTube Ads,LinkedIn Ads,cpc,Retargeting,Mobile,Sydney,Australia,21,3297,0
S000764,4238,2025-03-16,YouTube Ads,Google Ads,email,Festive Offer,Tablet,Delhi,USA,16,1653,0
S000765,4243,2025-05-12,Google Ads,LinkedIn Ads,email,Summer Sale,Mobile,Mumbai,UK,4,2709,0
S000766,2991,2024-01-16,Instagram Ads,Organic Search,social,Summer Sale,Tablet,Berlin,India,10,365,1
S000767,4290,2024-11-11,Google Ads,Google Ads,email,Festive Offer,Mobile,Mumbai,India,8,1551,1
S000768,3377,2024-02-24,Email,Email,email,Summer Sale,Desktop,Sydney,India,1,79,1
S000769,3465,2025-11-16,Facebook Ads,Facebook Ads,email,Festive Offer,Mobile,Mumbai,Germany,24,1548,0
S000770,3997,2024-03-12,YouTube Ads,Facebook Ads,cpc,Brand Awareness,Desktop,Bangalore,Australia,14,96,1
S000771,2197,2024-10-25,Google Ads,Google Ads,cpc,Campaign_XYZ,Mobile,Unknown,Australia,24,2740,1
S000772,4048,2024-09-13,Organic Search,Facebook Ads,social,Black Friday,Mobile,Unknown,USA,16,2641,0
S000773,2312,2025-05-15,Email,LinkedIn Ads,email,Campaign_XYZ,Tablet,Bangalore,India,10,1568,0
S000774,1751,2025-01-15,Organic Search,Organic Search,cpc,Brand Awareness,Mobile,Bangalore,India,23,1956,1
S000775,1570,2024-02-12,Google Ads,LinkedIn Ads,organic,Black Friday,Mobile,Bangalore,USA,15,1803,0
S000776,1164,2024-03-28,Email,YouTube Ads,social,Product Launch,Tablet,Bangalore,UK,22,2356,0
S000777,1519,2025-04-21,Instagram Ads,Instagram Ads,social,Festive Offer,Desktop,New York,India,8,3160,0
S000778,1019,2024-05-20,Instagram Ads,YouTube Ads,organic,Black Friday,Mobile,Mumbai,UK,5,1530,0
S000779,3752,2024-07-04,Organic Search,YouTube Ads,social,Campaign_XYZ,Mobile,New York,Germany,18,543,0
S000780,3678,2024-03-18,Email,Instagram Ads,organic,Retargeting,Mobile,London,UK,13,1045,0
S000781,1454,2024-07-20,Instagram Ads,Google Ads,organic,Festive Offer,Desktop,Sydney,USA,20,2803,1
S000782,2278,2025-05-30,LinkedIn Ads,LinkedIn Ads,email,Summer Sale,Desktop,London,UK,2,2828,1
S000783,2849,2024-09-11,Instagram Ads,Instagram Ads,social,Brand Awareness,Tablet,New York,Germany,5,2532,1
S000784,1102,2025-05-09,Email,Email,organic,Black Friday,Mobile,London,USA,4,2679,0
S000785,1957,2025-04-08,YouTube Ads,LinkedIn Ads,email,Summer Sale,Desktop,New York,India,4,2969,0
S000786,3182,2024-06-09,Organic Search,Organic Search,social,Summer Sale,Mobile,Bangalore,India,9,1086,0
S000787,4491,2025-09-14,Google Ads,Google Ads,social,Black Friday,Mobile,Sydney,Australia,12,2593,0
S000788,1096,2024-05-20,Facebook Ads,Facebook Ads,email,Product Launch,Tablet,Bangalore,Australia,19,1707,1
S000789,3798,2024-09-20,Facebook Ads,YouTube Ads,email,Summer Sale,Mobile,Delhi,India,22,1450,1
S000790,2787,2025-03-23,Organic Search,YouTube Ads,cpc,Product Launch,Mobile,Bangalore,Germany,13,2218,0
S000791,3518,2024-11-23,Organic Search,LinkedIn Ads,organic,Campaign_XYZ,Mobile,New York,Germany,7,1739,0
S000792,1574,2024-12-16,Facebook Ads,Instagram Ads,social,Campaign_XYZ,Desktop,London,India,20,2098,0
S000793,3839,2025-05-18,Organic Search,Facebook Ads,email,Product Launch,Desktop,New York,Germany,10,166,0
S000794,1188,2024-11-25,Organic Search,Email,social,Unknown,Mobile,Bangalore,USA,7,2426,0
S000795,1392,2024-10-03,YouTube Ads,LinkedIn Ads,organic,Brand Awareness,Mobile,Berlin,UK,14,3013,0
S000796,1918,2024-11-06,Google Ads,Organic Search,social,Black Friday,Tablet,Delhi,USA,23,3161,0
S000797,3669,2025-05-07,LinkedIn Ads,Email,cpc,Retargeting,Desktop,New York,USA,8,647,0
S000798,3095,2024-03-03,Email,YouTube Ads,organic,Retargeting,Mobile,Unknown,Germany,14,2326,1
S000799,1055,2024-01-31,LinkedIn Ads,LinkedIn Ads,organic,Brand Awareness,Desktop,Sydney,India,7,3134,0
S000800,2574,2024-03-16,Instagram Ads,LinkedIn Ads,cpc,Black Friday,Tablet,Bangalore,India,17,2464,0
S000801,2413,2024-10-27,Organic Search,YouTube Ads,organic,Product Launch,Desktop,Mumbai,India,7,750,0
S000802,3690,2025-10-25,LinkedIn Ads,Facebook Ads,social,Product Launch,Mobile,Berlin,UK,16,3565,0
S000803,1628,2025-07-28,Google Ads,LinkedIn Ads,email,Product Launch,Mobile,Bangalore,India,9,3082,0
S000804,3341,2024-01-28,Instagram Ads,Email,organic,Retargeting,Desktop,Bangalore,India,19,1818,1
S000805,1765,2024-12-03,YouTube Ads,Instagram Ads,social,Retargeting,Mobile,Delhi,Germany,9,1858,1
S000806,1135,2025-06-28,Email,Instagram Ads,social,Retargeting,Mobile,London,Australia,23,874,0
S000807,3599,2025-10-29,Email,Google Ads,email,Summer Sale,Mobile,Mumbai,Australia,3,3521,1
S000808,2416,2024-10-10,Email,Google Ads,social,Brand Awareness,Mobile,Unknown,Germany,15,902,1
S000809,3894,2024-02-09,Facebook Ads,Google Ads,organic,Retargeting,Tablet,London,India,21,3528,0
S000810,3367,2024-11-27,Facebook Ads,Organic Search,organic,Campaign_XYZ,Mobile,Sydney,Australia,6,1673,1
S000811,1176,2024-12-09,Instagram Ads,Instagram Ads,organic,Campaign_XYZ,Desktop,Sydney,India,13,649,0
S000812,1476,2024-02-27,Instagram Ads,Facebook Ads,email,Summer Sale,Desktop,London,USA,11,278,0
S000813,1160,2025-06-08,Instagram Ads,LinkedIn Ads,email,Retargeting,Desktop,Bangalore,UK,23,1825,0
S000814,2308,2024-03-24,Google Ads,Instagram Ads,email,Campaign_XYZ,Desktop,London,India,14,2982,1
S000815,3578,2024-10-01,Instagram Ads,Google Ads,email,Summer Sale,Mobile,Mumbai,Germany,18,684,0
S000816,3788,2024-01-26,Google Ads,Google Ads,cpc,Festive Offer,Desktop,Delhi,Germany,10,2734,0
S000817,3458,2024-06-27,Instagram Ads,Organic Search,email,Retargeting,Mobile,New York,Germany,6,2969,0
S000818,1008,2024-09-30,Email,LinkedIn Ads,email,Summer Sale,Mobile,Sydney,UK,23,2653,1
S000819,2650,2025-04-25,Google Ads,Google Ads,social,Campaign_XYZ,Mobile,Berlin,India,8,400,0
S000820,2681,2024-06-19,Google Ads,Email,email,Summer Sale,Mobile,Sydney,Australia,16,88,0
S000821,1759,2025-03-22,LinkedIn Ads,YouTube Ads,cpc,Unknown,Mobile,Unknown,USA,5,3536,1
S000822,2420,2024-01-23,LinkedIn Ads,Facebook Ads,social,Retargeting,Mobile,London,India,7,42,1
S000823,1070,2024-11-26,Instagram Ads,YouTube Ads,cpc,Festive Offer,Desktop,Berlin,UK,6,409,1
S000824,3640,2025-01-24,Instagram Ads,Instagram Ads,social,Brand Awareness,Mobile,London,India,12,2186,0
S000825,1968,2024-11-21,Google Ads,LinkedIn Ads,cpc,Retargeting,Desktop,Mumbai,USA,11,809,0
S000826,2567,2024-08-22,Organic Search,Facebook Ads,social,Festive Offer,Desktop,Bangalore,UK,14,2413,0
S000827,3841,2025-04-03,Google Ads,Email,social,Campaign_XYZ,Desktop,Sydney,Australia,12,121,0
S000828,3921,2024-04-09,LinkedIn Ads,Organic Search,email,Unknown,Mobile,Delhi,India,9,1366,1
S000829,4251,2024-12-09,YouTube Ads,Facebook Ads,organic,Summer Sale,Tablet,Mumbai,UK,24,2453,0
S000830,3197,2025-05-05,Facebook Ads,YouTube Ads,cpc,Product Launch,Mobile,Delhi,India,22,2215,1
S000831,3459,2024-09-22,Organic Search,Email,email,Campaign_XYZ,Mobile,London,UK,12,1608,0
S000832,2974,2025-10-20,Facebook Ads,Email,social,Campaign_XYZ,Mobile,New York,USA,11,1250,0
S000833,3039,2024-05-31,Organic Search,Google Ads,email,Black Friday,Desktop,Delhi,Germany,4,2493,0
S000834,1591,2024-04-26,YouTube Ads,Email,email,Black Friday,Desktop,New York,India,7,418,0
S000835,2496,2025-11-03,YouTube Ads,Email,cpc,Black Friday,Tablet,Mumbai,UK,20,336,0
S000836,1795,2025-12-27,Facebook Ads,Instagram Ads,email,Brand Awareness,Desktop,Delhi,UK,4,1616,0
S000837,1540,2025-03-30,LinkedIn Ads,Google Ads,cpc,Summer Sale,Desktop,Mumbai,UK,16,744,0
S000838,2385,2025-03-07,Organic Search,Facebook Ads,organic,Festive Offer,Mobile,Sydney,USA,1,2474,0
S000839,1670,2025-01-23,Organic Search,Email,email,Festive Offer,Mobile,London,Germany,5,1244,0
S000840,3653,2025-09-04,Facebook Ads,Google Ads,social,Festive Offer,Mobile,London,India,4,1692,0
S000841,3663,2025-05-10,YouTube Ads,Instagram Ads,email,Brand Awareness,Desktop,Berlin,UK,19,3205,0
S000842,3072,2024-06-23,Facebook Ads,Facebook Ads,email,Festive Offer,Mobile,Berlin,India,2,2589,0
S000843,4134,2024-04-28,Facebook Ads,Organic Search,social,Product Launch,Mobile,Delhi,India,16,1246,0
S000844,2779,2024-03-02,YouTube Ads,Google Ads,email,Unknown,Mobile,New York,UK,8,3195,1
S000845,3961,2025-08-23,LinkedIn Ads,LinkedIn Ads,email,Brand Awareness,Mobile,Mumbai,Australia,2,136,0
S000846,4492,2024-01-10,Facebook Ads,Google Ads,social,Product Launch,Desktop,Mumbai,Germany,9,3189,0
S000847,3364,2024-03-21,Instagram Ads,LinkedIn Ads,email,Retargeting,Mobile,Bangalore,UK,1,1057,1
S000848,2352,2024-06-16,Instagram Ads,YouTube Ads,organic,Product Launch,Desktop,Mumbai,USA,19,1291,0
S000849,4150,2024-01-14,Facebook Ads,Instagram Ads,organic,Product Launch,Tablet,Delhi,India,10,523,0
S000850,2884,2025-12-01,YouTube Ads,LinkedIn Ads,email,Summer Sale,Desktop,Berlin,India,18,1650,1
S000851,3404,2025-12-15,Instagram Ads,Organic Search,social,Brand Awareness,Mobile,Bangalore,India,14,496,0
S000852,3948,2025-11-16,Organic Search,Email,social,Brand Awareness,Desktop,Mumbai,USA,7,317,0
S000853,2590,2024-01-10,Facebook Ads,Instagram Ads,organic,Black Friday,Desktop,Sydney,UK,19,1684,0
S000854,1939,2025-01-01,YouTube Ads,YouTube Ads,social,Product Launch,Desktop,Mumbai,Germany,12,342,0
S000855,3660,2024-02-15,Instagram Ads,Google Ads,social,Campaign_XYZ,Mobile,Delhi,UK,8,1593,1
S000856,2033,2024-12-15,LinkedIn Ads,Google Ads,social,Product Launch,Desktop,Mumbai,Australia,15,1702,0
S000857,2816,2025-08-14,YouTube Ads,Email,email,Product Launch,Mobile,Delhi,USA,23,2673,1
S000858,3047,2025-09-26,Instagram Ads,LinkedIn Ads,cpc,Retargeting,Mobile,Bangalore,Germany,15,2092,1
S000859,3742,2024-05-21,Google Ads,YouTube Ads,organic,Unknown,Desktop,Berlin,Germany,23,185,0
S000860,3533,2025-05-30,Organic Search,Email,social,Product Launch,Desktop,Berlin,Australia,8,1514,0
S000861,1777,2025-10-23,Email,Google Ads,email,Campaign_XYZ,Mobile,Mumbai,Australia,24,1438,0
S000862,1915,2024-03-08,Google Ads,Email,social,Campaign_XYZ,Mobile,Bangalore,USA,20,3337,0
S000863,2193,2024-09-05,YouTube Ads,Facebook Ads,organic,Retargeting,Desktop,London,UK,3,547,0
S000864,1062,2025-01-22,Instagram Ads,Organic Search,cpc,Black Friday,Mobile,Mumbai,India,11,2543,1
S000865,4016,2024-03-10,LinkedIn Ads,YouTube Ads,social,Summer Sale,Mobile,Berlin,India,22,1109,0
S000866,3552,2025-02-25,YouTube Ads,Facebook Ads,organic,Black Friday,Desktop,Sydney,Germany,13,1049,1
S000867,2282,2025-03-18,YouTube Ads,Facebook Ads,organic,Brand Awareness,Desktop,Bangalore,Australia,2,2025,0
S000868,2450,2025-01-20,Organic Search,YouTube Ads,organic,Product Launch,Desktop,New York,Germany,15,48,0
S000869,3051,2025-07-23,LinkedIn Ads,Google Ads,social,Retargeting,Mobile,New York,USA,4,2029,0
S000870,1240,2024-11-13,Email,YouTube Ads,organic,Festive Offer,Mobile,Delhi,Germany,2,1161,0
S000871,4227,2025-02-24,Facebook Ads,Google Ads,cpc,Unknown,Desktop,Sydney,UK,3,1453,0
S000872,3344,2025-08-13,Facebook Ads,Organic Search,email,Brand Awareness,Mobile,Unknown,UK,2,1961,0
S000873,2534,2024-10-03,LinkedIn Ads,Instagram Ads,organic,Festive Offer,Mobile,Bangalore,India,21,2517,1
S000874,2189,2025-12-21,LinkedIn Ads,Facebook Ads,email,Festive Offer,Desktop,Sydney,USA,23,571,0
S000875,1522,2025-09-14,Instagram Ads,LinkedIn Ads,email,Black Friday,Mobile,Berlin,Australia,15,1946,0
S000876,3802,2025-11-25,LinkedIn Ads,Email,organic,Festive Offer,Desktop,Mumbai,India,8,2739,0
S000877,3463,2024-05-05,Email,YouTube Ads,social,Brand Awareness,Mobile,Delhi,Germany,22,849,0
S000878,2617,2025-05-22,Google Ads,LinkedIn Ads,email,Summer Sale,Desktop,Unknown,Germany,11,1930,1
S000879,2831,2025-01-02,Google Ads,Instagram Ads,social,Product Launch,Desktop,Sydney,UK,7,3176,0
S000880,3869,2024-03-12,Facebook Ads,Instagram Ads,social,Retargeting,Desktop,Delhi,Germany,22,838,0
S000881,4197,2024-03-11,Google Ads,Organic Search,organic,Unknown,Mobile,Berlin,Australia,5,2880,1
S000882,4458,2024-07-11,Google Ads,Facebook Ads,cpc,Product Launch,Desktop,London,UK,10,2815,0
S000883,2932,2025-05-29,Email,LinkedIn Ads,cpc,Brand Awareness,Mobile,Delhi,India,16,1984,0
S000884,4127,2025-05-16,Instagram Ads,Instagram Ads,social,Festive Offer,Desktop,London,Australia,1,1450,0
S000885,2520,2025-07-03,Facebook Ads,Facebook Ads,social,Unknown,Desktop,Berlin,UK,1,100,0
S000886,3866,2024-10-13,Instagram Ads,YouTube Ads,social,Summer Sale,Mobile,New York,UK,3,673,0
S000887,1764,2024-11-23,YouTube Ads,Email,cpc,Brand Awareness,Mobile,New York,Germany,4,2938,0
S000888,3724,2024-04-24,Email,Organic Search,social,Summer Sale,Desktop,New York,India,16,1031,0
S000889,1756,2025-01-07,Google Ads,YouTube Ads,email,Summer Sale,Mobile,Sydney,USA,24,1499,0
S000890,1623,2024-01-25,Google Ads,LinkedIn Ads,email,Black Friday,Desktop,Delhi,UK,15,3175,0
S000891,2549,2025-05-17,Instagram Ads,Facebook Ads,email,Retargeting,Mobile,Bangalore,Australia,5,2770,0
S000892,3423,2025-04-17,YouTube Ads,Organic Search,social,Summer Sale,Mobile,Sydney,Germany,9,1924,0
S000893,3421,2024-09-09,Organic Search,Facebook Ads,organic,Brand Awareness,Tablet,London,Germany,8,53,0
S000894,2395,2025-01-06,Email,Facebook Ads,social,Product Launch,Mobile,London,India,1,2057,0
S000895,3629,2024-09-13,Google Ads,Google Ads,email,Retargeting,Desktop,Delhi,Australia,13,664,0
S000896,2311,2024-12-01,LinkedIn Ads,Instagram Ads,cpc,Black Friday,Mobile,Bangalore,Germany,19,3192,0
S000897,4240,2025-05-23,Instagram Ads,Facebook Ads,email,Festive Offer,Mobile,Delhi,Australia,22,1021,0
S000898,4367,2024-05-01,Facebook Ads,Google Ads,cpc,Festive Offer,Desktop,London,Germany,16,3431,1
S000899,2439,2025-01-21,YouTube Ads,Organic Search,social,Campaign_XYZ,Desktop,Bangalore,USA,18,2452,0
S000900,3955,2024-02-17,Email,Google Ads,email,Product Launch,Desktop,New York,Australia,17,196,0
S000901,2770,2024-09-26,Google Ads,Email,social,Summer Sale,Mobile,Berlin,Australia,18,3313,0
S000902,3520,2025-10-15,Google Ads,YouTube Ads,social,Summer Sale,Desktop,New York,UK,17,3514,0
S000903,2880,2024-06-18,Facebook Ads,Email,social,Summer Sale,Desktop,Berlin,Australia,2,368,0
S000904,2333,2024-08-28,Google Ads,Organic Search,social,Unknown,Desktop,New York,Germany,23,1908,0
S000905,3744,2025-09-22,LinkedIn Ads,Instagram Ads,organic,Campaign_XYZ,Mobile,Mumbai,UK,20,1697,0
S000906,1647,2025-11-19,Email,Organic Search,cpc,Festive Offer,Mobile,Mumbai,UK,22,2480,0
S000907,1681,2025-11-10,LinkedIn Ads,Organic Search,organic,Summer Sale,Desktop,New York,Australia,21,3166,0
S000908,2762,2024-11-30,YouTube Ads,Organic Search,social,Product Launch,Mobile,London,UK,24,2659,1
S000909,2349,2024-12-13,LinkedIn Ads,YouTube Ads,organic,Unknown,Desktop,Bangalore,Australia,10,660,0
S000910,2770,2024-07-09,YouTube Ads,Instagram Ads,cpc,Campaign_XYZ,Mobile,London,Australia,14,3019,0
S000911,1963,2024-08-18,YouTube Ads,YouTube Ads,email,Summer Sale,Mobile,Sydney,UK,6,2066,1
S000912,1427,2024-12-12,Instagram Ads,Organic Search,social,Retargeting,Desktop,Mumbai,Germany,21,2425,0
S000913,2506,2025-10-23,Google Ads,Google Ads,social,Festive Offer,Mobile,Bangalore,UK,14,2809,0
S000914,2241,2024-11-29,Google Ads,Facebook Ads,organic,Brand Awareness,Tablet,Berlin,India,20,1417,0
S000915,1030,2025-03-14,LinkedIn Ads,Facebook Ads,email,Product Launch,Desktop,Bangalore,Australia,15,2807,0
S000916,2364,2024-01-17,Organic Search,Instagram Ads,cpc,Black Friday,Tablet,Delhi,USA,18,1220,0
S000917,1471,2024-11-06,Organic Search,Facebook Ads,email,Unknown,Mobile,Unknown,USA,9,1077,0
S000918,2654,2025-03-15,Google Ads,Organic Search,email,Brand Awareness,Mobile,London,USA,16,490,0
S000919,1390,2025-01-20,YouTube Ads,YouTube Ads,email,Black Friday,Desktop,Bangalore,USA,22,1946,1
S000920,3457,2024-11-11,YouTube Ads,Email,email,Product Launch,Mobile,Berlin,Australia,9,1637,1
S000921,2179,2024-06-06,Email,YouTube Ads,cpc,Retargeting,Mobile,Berlin,Australia,16,3137,0
S000922,4457,2024-10-11,Email,LinkedIn Ads,organic,Retargeting,Mobile,Bangalore,UK,5,3535,0
S000923,1251,2025-09-06,Facebook Ads,Email,social,Festive Offer,Desktop,Sydney,UK,14,535,1
S000924,2067,2025-05-26,Google Ads,Email,organic,Product Launch,Mobile,Delhi,USA,23,948,0
S000925,2101,2024-12-05,Google Ads,LinkedIn Ads,social,Retargeting,Mobile,New York,Australia,6,2403,0
S000926,3374,2025-08-30,Email,Organic Search,organic,Product Launch,Mobile,New York,UK,1,237,0
S000927,1144,2025-01-19,LinkedIn Ads,Facebook Ads,organic,Campaign_XYZ,Mobile,Mumbai,UK,20,3597,0
S000928,1654,2025-04-27,LinkedIn Ads,Instagram Ads,cpc,Retargeting,Mobile,London,UK,11,1032,1
S000929,1469,2025-03-29,Instagram Ads,Google Ads,email,Product Launch,Desktop,Sydney,Australia,11,473,1
S000930,4231,2025-04-11,LinkedIn Ads,YouTube Ads,cpc,Retargeting,Desktop,Berlin,India,8,910,0
S000931,1985,2024-01-10,Organic Search,LinkedIn Ads,cpc,Campaign_XYZ,Mobile,London,USA,21,2612,0
