spend_id,date,channel,campaign,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,country
624,2024-11-22,Email,Black Friday,Instagram Ads,email,Campaign_XYZ,99548,15367,2610.45,Australia
625,2024-08-04,LinkedIn Ads,Campaign_XYZ,Organic Search,organic,Campaign_XYZ,6128,3188,8093.23,USA
626,2024-10-27,YouTube Ads,Brand Awareness,Google Ads,organic,Brand Awareness,178587,17242,6142.49,USA
627,2024-05-11,Instagram Ads,,Facebook Ads,organic,Product Launch,206979,5209,910.54,Germany
628,2024-03-10,Instagram Ads,Campaign_XYZ,Organic Search,email,Black Friday,481061,16844,8902.41,USA
629,2024-09-08,Google Ads,Campaign_XYZ,LinkedIn Ads,organic,Summer Sale,56983,17752,8780.43,India
630,2025-02-18,Instagram Ads,Black Friday,,social,Summer Sale,51930,5734,5762.71,India
631,2025-03-20,Facebook Ads,Brand Awareness,Instagram Ads,organic,Product Launch,187534,9302,4580.98,Germany
632,2024-06-30,Email,Black Friday,Email,social,Retargeting,93647,116,4065.42,Australia
633,2024-06-15,Instagram Ads,Campaign_XYZ,YouTube Ads,organic,Product Launch,271772,6596,6067.1,India
634,2024-03-31,Google Ads,Summer Sale,Instagram Ads,organic,Retargeting,470214,14035,8432.74,USA
635,2025-12-14,Google Ads,Campaign_XYZ,Instagram Ads,organic,Campaign_XYZ,482470,18687,5702.68,USA
636,2025-06-14,Facebook Ads,Summer Sale,LinkedIn Ads,cpc,Festive Offer,432890,8237,1383.55,USA
637,2024-02-08,Google Ads,Festive Offer,Facebook Ads,cpc,Retargeting,453384,12219,3131.07,India
638,2024-05-05,Organic Search,Campaign_XYZ,,email,Summer Sale,359975,13413,6715.64,UK
639,2025-03-26,LinkedIn Ads,Retargeting,LinkedIn Ads,social,Black Friday,42753,10715,6503.57,India
640,2024-06-21,Organic Search,Black Friday,YouTube Ads,email,Brand Awareness,95380,17389,5237.09,India
641,2025-10-14,Email,Campaign_XYZ,LinkedIn Ads,social,Campaign_XYZ,256232,4354,2480.73,UK
642,2024-08-07,Email,Black Friday,,email,Black Friday,420530,2060,2778.74,UK
643,2025-09-29,Email,Campaign_XYZ,LinkedIn Ads,email,Brand Awareness,139740,16050,4894.07,USA
644,2024-02-27,YouTube Ads,Retargeting,Email,organic,Festive Offer,199562,15587,4005.51,USA
645,2025-10-21,Instagram Ads,Campaign_XYZ,Facebook Ads,organic,Summer Sale,343092,1938,3227.78,USA
646,2025-04-20,LinkedIn Ads,Product Launch,Email,organic,Campaign_XYZ,206414,16802,8311.64,India
647,2025-03-31,Instagram Ads,Festive Offer,Google Ads,organic,Brand Awareness,385225,1812,5089.79,Australia
648,2024-12-26,LinkedIn Ads,Black Friday,Facebook Ads,organic,Festive Offer,412231,17427,5080.38,Germany
649,2024-01-01,Instagram Ads,Festive Offer,Organic Search,email,Campaign_XYZ,22420,17621,4337.75,Australia
650,2025-01-21,Facebook Ads,Black Friday,LinkedIn Ads,social,Retargeting,78899,16810,6840.94,UK
651,2024-12-13,Organic Search,Black Friday,Instagram Ads,cpc,Product Launch,196616,52,1838.93,India
652,2024-07-08,Google Ads,Product Launch,Google Ads,cpc,Campaign_XYZ,184889,17117,9441.52,India
653,2025-05-19,Google Ads,Campaign_XYZ,Instagram Ads,social,Campaign_XYZ,469818,813,1135.67,Germany
654,2024-07-09,Organic Search,Summer Sale,Email,cpc,Brand Awareness,179590,15804,7131.97,Australia
655,2025-05-22,Facebook Ads,Festive Offer,Organic Search,email,Black Friday,7874,2532,7072.6,UK
656,2025-01-03,LinkedIn Ads,Retargeting,Facebook Ads,social,Summer Sale,65959,10971,1227.98,Germany
657,2025-02-12,Organic Search,Festive Offer,Organic Search,social,Summer Sale,359761,17158,9931.12,India
658,2024-04-26,YouTube Ads,Campaign_XYZ,Google Ads,cpc,Campaign_XYZ,477005,19274,439.71,Germany
659,2024-05-13,LinkedIn Ads,Product Launch,Email,cpc,Campaign_XYZ,436569,18857,3710.43,USA
660,2024-02-27,Google Ads,Brand Awareness,LinkedIn Ads,email,Festive Offer,405878,13104,4305.23,Australia
661,2025-07-09,YouTube Ads,Brand Awareness,,organic,Product Launch,408341,2525,8047.78,UK
662,2025-11-15,Instagram Ads,Product Launch,LinkedIn Ads,social,Retargeting,53343,6099,395.19,USA
663,2025-11-02,YouTube Ads,Campaign_XYZ,,organic,Campaign_XYZ,282647,9306,5614.5,Australia
664,2024-06-21,LinkedIn Ads,Product Launch,Organic Search,cpc,Retargeting,248875,6047,2119.61,USA
665,2024-05-28,Facebook Ads,Summer Sale,Google Ads,social,Summer Sale,213306,7474,5768.63,Germany
666,2024-03-20,Instagram Ads,Festive Offer,Instagram Ads,organic,Retargeting,450620,6836,6498.83,UK
667,2024-07-31,LinkedIn Ads,Campaign_XYZ,Facebook Ads,email,Campaign_XYZ,455525,13463,438.0,Germany
668,2024-07-21,Instagram Ads,Festive Offer,Facebook Ads,email,Campaign_XYZ,278415,18725,767.9,Germany
669,2024-08-16,YouTube Ads,Brand Awareness,Facebook Ads,email,Festive Offer,394592,11134,943.72,Australia
670,2025-11-06,Google Ads,Campaign_XYZ,Email,social,Product Launch,358760,4515,8537.55,UK
671,2024-08-14,LinkedIn Ads,Retargeting,Facebook Ads,social,Summer Sale,371963,4996,9274.01,UK
672,2025-10-20,Facebook Ads,Festive Offer,Instagram Ads,social,Retargeting,388839,10564,4433.45,Germany
673,2025-06-15,Organic Search,Black Friday,Organic Search,social,Brand Awareness,281469,8288,8760.48,UK
674,2025-03-16,YouTube Ads,Black Friday,Organic Search,social,Brand Awareness,475037,3711,4814.48,India
675,2025-02-05,LinkedIn Ads,Summer Sale,Organic Search,organic,Festive Offer,132276,2614,4071.15,UK
676,2024-02-16,Facebook Ads,Campaign_XYZ,Email,organic,Retargeting,485072,19759,5359.33,Germany
677,2024-08-20,LinkedIn Ads,Summer Sale,YouTube Ads,email,Brand Awareness,208936,4977,7922.84,India
678,2024-10-31,YouTube Ads,Campaign_XYZ,Facebook Ads,organic,Product Launch,139126,10908,2315.28,India
679,2025-06-09,LinkedIn Ads,Brand Awareness,Organic Search,organic,Black Friday,56100,17189,3087.15,Australia
680,2024-05-22,Instagram Ads,Retargeting,Facebook Ads,email,Product Launch,254006,15345,8503.86,Germany
681,2025-02-18,YouTube Ads,Retargeting,Email,email,Festive Offer,420341,1502,9168.17,UK
682,2025-05-27,LinkedIn Ads,Product Launch,Facebook Ads,cpc,Product Launch,480556,6229,1317.8,India
683,2025-01-07,Organic Search,Summer Sale,YouTube Ads,email,Retargeting,19809,17338,7078.86,Germany
684,2025-07-19,Google Ads,Campaign_XYZ,Email,organic,Campaign_XYZ,421656,2504,195.24,Australia
685,2024-09-15,LinkedIn Ads,Festive Offer,Email,social,Product Launch,217965,19921,2537.25,USA
686,2025-10-17,Instagram Ads,Black Friday,Google Ads,email,Retargeting,243344,4110,779.42,USA
687,2025-04-15,Facebook Ads,Festive Offer,Email,cpc,Summer Sale,411270,14797,5202.38,UK
688,2024-01-12,Organic Search,Black Friday,Facebook Ads,organic,Retargeting,327259,12005,3499.5,USA
689,2024-11-25,Facebook Ads,Brand Awareness,Email,cpc,Festive Offer,53569,9020,1462.12,India
690,2024-12-23,Organic Search,Black Friday,Facebook Ads,cpc,Retargeting,397281,18224,103.18,India
691,2025-02-11,Facebook Ads,Festive Offer,Facebook Ads,organic,Summer Sale,297639,14276,3945.03,Germany
692,2025-10-29,Google Ads,Festive Offer,Organic Search,cpc,Campaign_XYZ,6976,13169,3015.27,UK
693,2025-01-07,Instagram Ads,Retargeting,Email,organic,Black Friday,359834,13434,562.22,Germany
694,2024-01-08,YouTube Ads,,,cpc,Festive Offer,21410,1651,8532.51,Germany
695,2024-05-01,Facebook Ads,Retargeting,Facebook Ads,social,Summer Sale,123550,3893,4166.7,UK
696,2024-12-13,Organic Search,Summer Sale,Organic Search,email,Retargeting,388956,15794,7770.37,Germany
697,2025-11-06,Instagram Ads,Festive Offer,Google Ads,social,Festive Offer,344417,3725,4278.22,USA
698,2024-03-30,LinkedIn Ads,Campaign_XYZ,Google Ads,social,Brand Awareness,39832,12099,768.4,Australia
699,2025-10-09,Google Ads,Brand Awareness,Email,cpc,Retargeting,37582,1055,4003.2,Germany
700,2025-11-28,Instagram Ads,Black Friday,LinkedIn Ads,email,Summer Sale,199311,281,8872.71,India
701,2024-11-11,Instagram Ads,Summer Sale,Organic Search,email,Retargeting,323574,11895,176.95,India
702,2024-06-26,YouTube Ads,Product Launch,LinkedIn Ads,email,Campaign_XYZ,467373,16424,8963.5,USA
703,2025-06-23,Instagram Ads,Product Launch,Facebook Ads,cpc,Summer Sale,389288,16280,6601.61,Germany
704,2024-02-10,YouTube Ads,Campaign_XYZ,Instagram Ads,social,Product Launch,276688,18567,9956.77,Germany
705,2025-12-04,Google Ads,Black Friday,LinkedIn Ads,organic,Black Friday,467182,15439,9169.56,UK
706,2025-05-16,Google Ads,Black Friday,Organic Search,organic,Black Friday,382373,18124,8702.63,Germany
707,2024-05-24,LinkedIn Ads,,Email,organic,Festive Offer,492573,17657,471.35,Germany
708,2024-07-19,YouTube Ads,,Organic Search,email,Summer Sale,312987,5020,2874.45,India
709,2025-12-24,YouTube Ads,Retargeting,Email,organic,Black Friday,236442,18637,3809.96,UK
710,2025-04-05,Facebook Ads,Black Friday,LinkedIn Ads,social,Brand Awareness,340971,15142,7028.24,Germany
711,2025-07-11,Facebook Ads,Product Launch,Instagram Ads,organic,Festive Offer,250192,9139,6521.54,USA
712,2025-06-30,LinkedIn Ads,Black Friday,YouTube Ads,email,Brand Awareness,100137,14917,1799.79,Germany
713,2024-09-09,Google Ads,Festive Offer,Facebook Ads,email,Black Friday,114903,7932,7394.67,UK
714,2025-01-24,Email,Campaign_XYZ,Organic Search,organic,Summer Sale,437705,8393,1640.72,USA
715,2025-08-16,Facebook Ads,Brand Awareness,YouTube Ads,email,Festive Offer,334474,17785,4618.69,USA
716,2024-09-12,Instagram Ads,Product Launch,YouTube Ads,organic,Brand Awareness,426965,16605,5829.52,USA
717,2025-12-09,Google Ads,Brand Awareness,,email,Campaign_XYZ,425396,5574,8719.76,India
718,2025-03-25,Email,Product Launch,Google Ads,cpc,Black Friday,257848,1479,6350.09,India
719,2024-01-10,Instagram Ads,Summer Sale,Facebook Ads,cpc,Retargeting,10353,19867,9552.95,USA
720,2024-08-29,Organic Search,Festive Offer,Instagram Ads,social,Brand Awareness,217514,3249,9945.49,India
721,2024-09-07,YouTube Ads,Product Launch,Google Ads,cpc,Product Launch,47403,10140,5137.34,USA
722,2024-01-05,Google Ads,Festive Offer,Organic Search,organic,Festive Offer,452032,17793,609.65,USA
723,2024-04-28,Organic Search,Product Launch,Organic Search,email,Brand Awareness,23244,7482,380.36,Australia
724,2025-01-08,LinkedIn Ads,Brand Awareness,LinkedIn Ads,social,Festive Offer,347090,14119,8570.92,India
725,2024-03-05,YouTube Ads,Brand Awareness,Organic Search,organic,Black Friday,338509,16533,5048.52,Australia
726,2024-05-25,YouTube Ads,Campaign_XYZ,Facebook Ads,organic,Black Friday,496068,13925,3731.26,USA
727,2024-08-11,Instagram Ads,Product Launch,Email,social,Festive Offer,388264,19876,2916.12,USA
728,2024-08-26,Organic Search,Product Launch,YouTube Ads,social,Black Friday,180741,19483,2889.72,Australia
729,2024-06-25,YouTube Ads,Retargeting,Organic Search,organic,Summer Sale,181006,13246,820.92,UK
730,2024-10-08,Facebook Ads,Festive Offer,Facebook Ads,email,Festive Offer,14046,17020,3099.63,USA
731,2024-03-03,Google Ads,Festive Offer,Email,organic,Summer Sale,444273,11209,6483.58,India
732,2024-08-04,Facebook Ads,Festive Offer,Email,email,Festive Offer,416964,16689,3913.58,Germany
733,2025-11-19,Instagram Ads,Festive Offer,Google Ads,social,Retargeting,310419,17907,9483.4,Germany
734,2025-04-05,Email,Summer Sale,Email,organic,Retargeting,460935,17154,6714.89,Germany
735,2025-09-01,Instagram Ads,Summer Sale,Instagram Ads,cpc,Brand Awareness,404627,18434,8653.37,Australia
736,2024-04-14,Google Ads,Black Friday,Email,organic,Black Friday,456742,3057,1230.19,USA
737,2024-04-08,YouTube Ads,Product Launch,Email,email,Retargeting,45604,14016,4560.11,UK
738,2025-05-25,Organic Search,Product Launch,YouTube Ads,organic,Black Friday,428072,13746,510.24,India
739,2025-01-19,Organic Search,,Instagram Ads,email,Brand Awareness,34960,12452,8960.63,Germany
740,2025-02-08,LinkedIn Ads,,Facebook Ads,cpc,Summer Sale,379960,5162,1554.0,Germany
741,2025-06-01,Instagram Ads,Festive Offer,Instagram Ads,social,Retargeting,98014,18165,8073.67,India
742,2025-04-20,Google Ads,Festive Offer,Instagram Ads,cpc,Product Launch,399603,18611,9245.73,Germany
743,2025-12-09,LinkedIn Ads,Summer Sale,Facebook Ads,email,Product Launch,53603,1630,4474.69,Australia
744,2025-10-06,YouTube Ads,Brand Awareness,YouTube Ads,social,Product Launch,324329,3276,3954.67,USA
745,2025-03-12,Email,Retargeting,Organic Search,social,Campaign_XYZ,375856,4640,6041.17,USA
746,2024-01-23,Instagram Ads,Festive Offer,Email,organic,Product Launch,296243,18286,7429.27,UK
747,2025-07-18,Email,Festive Offer,Instagram Ads,cpc,Product Launch,370851,16515,6491.54,Australia
748,2025-11-07,Google Ads,Campaign_XYZ,Instagram Ads,email,Product Launch,313344,3062,111.43,UK
749,2025-12-14,Email,Festive Offer,Organic Search,email,Product Launch,406496,19150,7880.76,Germany
750,2025-04-02,Email,Brand Awareness,Facebook Ads,social,Retargeting,134347,5351,1559.14,USA
751,2024-03-23,Google Ads,Brand Awareness,LinkedIn Ads,organic,Product Launch,301149,17889,4551.8,UK
752,2024-05-24,Google Ads,Summer Sale,Organic Search,email,Festive Offer,262564,3162,2895.33,UK
753,2024-03-25,Instagram Ads,,Instagram Ads,organic,Festive Offer,374867,6638,9286.28,Australia
754,2024-03-18,Email,Campaign_XYZ,Google Ads,social,Product Launch,269529,5431,5070.87,Germany
755,2025-04-01,LinkedIn Ads,Retargeting,Email,social,Campaign_XYZ,445002,14117,5269.39,India
756,2024-01-01,Google Ads,Product Launch,Email,social,Brand Awareness,193021,2154,853.85,Australia
757,2024-02-20,YouTube Ads,Festive Offer,Organic Search,organic,Retargeting,467400,18487,8983.87,Australia
758,2025-11-15,Email,Summer Sale,YouTube Ads,email,Festive Offer,361950,7776,2466.37,Germany
759,2025-12-17,Google Ads,Summer Sale,Organic Search,cpc,Brand Awareness,4569,9840,4198.18,India
760,2025-03-21,LinkedIn Ads,Retargeting,Instagram Ads,organic,Black Friday,108575,17378,9854.42,Australia
761,2025-03-24,Organic Search,Campaign_XYZ,Facebook Ads,social,Product Launch,368764,8820,1227.56,UK
762,2025-05-02,Instagram Ads,Black Friday,Google Ads,cpc,Summer Sale,26910,9156,7213.43,UK
763,2024-02-03,Email,Summer Sale,Organic Search,cpc,Campaign_XYZ,480783,14056,2675.33,UK
764,2024-12-13,Organic Search,Brand Awareness,Facebook Ads,cpc,Campaign_XYZ,54170,824,4255.92,UK
765,2024-04-04,Google Ads,Brand Awareness,Organic Search,cpc,Campaign_XYZ,131709,106,4240.11,India
766,2024-03-12,Google Ads,Product Launch,Instagram Ads,cpc,Product Launch,391043,7276,9329.11,Germany
767,2025-07-04,YouTube Ads,Summer Sale,Google Ads,social,Product Launch,70752,595,202.59,Germany
768,2024-06-02,YouTube Ads,Campaign_XYZ,YouTube Ads,email,Brand Awareness,203499,19414,3735.32,India
769,2024-09-06,Email,Product Launch,YouTube Ads,cpc,Campaign_XYZ,240641,4956,8538.99,Germany
770,2025-11-04,Organic Search,Summer Sale,Organic Search,email,Campaign_XYZ,455614,9655,9114.07,UK
771,2025-03-13,Organic Search,Retargeting,,email,Campaign_XYZ,448599,6445,3182.11,India
772,2024-04-27,Google Ads,Festive Offer,,organic,Black Friday,261606,14551,2495.35,UK
773,2024-11-01,Email,Campaign_XYZ,Facebook Ads,social,Brand Awareness,294744,12325,4666.57,Germany
774,2024-09-24,Google Ads,Summer Sale,Instagram Ads,cpc,Retargeting,279459,3438,7483.81,Australia
775,2024-02-23,YouTube Ads,Campaign_XYZ,Google Ads,email,Campaign_XYZ,91134,19637,1624.98,India
776,2024-08-23,LinkedIn Ads,Black Friday,Organic Search,organic,Black Friday,418448,17846,7866.22,USA
777,2025-01-23,Facebook Ads,Campaign_XYZ,Organic Search,email,Festive Offer,27425,10871,5175.46,USA
778,2025-02-04,Facebook Ads,Campaign_XYZ,Email,cpc,Black Friday,385263,621,1493.97,UK
779,2025-09-15,Google Ads,Brand Awareness,Email,social,Black Friday,339035,18174,6750.42,Germany
780,2024-10-29,Organic Search,Retargeting,Facebook Ads,social,Brand Awareness,198087,16159,6319.19,UK
781,2024-07-25,YouTube Ads,Festive Offer,Instagram Ads,cpc,Product Launch,85274,3977,6261.39,USA
782,2024-08-16,Instagram Ads,Festive Offer,LinkedIn Ads,email,Product Launch,474318,16781,7572.39,India
783,2025-07-31,Instagram Ads,Brand Awareness,Instagram Ads,organic,Product Launch,437715,17278,1894.11,UK
784,2024-03-15,Facebook Ads,Campaign_XYZ,Facebook Ads,social,Product Launch,55016,19099,7005.22,Germany
785,2025-03-10,LinkedIn Ads,Festive Offer,Instagram Ads,social,Product Launch,444511,4642,8884.21,USA
786,2024-04-12,Facebook Ads,Product Launch,Email,email,Retargeting,363781,10741,5350.08,India
787,2025-02-25,Google Ads,Retargeting,,email,Summer Sale,186307,16649,4911.69,UK
788,2025-12-04,LinkedIn Ads,,Google Ads,email,Festive Offer,451320,6663,7998.1,India
789,2024-11-01,Instagram Ads,Brand Awareness,LinkedIn Ads,organic,Black Friday,156030,11142,1547.74,Australia
790,2024-04-07,Organic Search,Summer Sale,Email,email,Summer Sale,325965,17803,3474.65,USA
791,2024-11-30,YouTube Ads,Summer Sale,Google Ads,organic,Retargeting,311137,8527,8552.46,UK
792,2025-03-10,YouTube Ads,Summer Sale,LinkedIn Ads,cpc,Campaign_XYZ,415871,8102,5047.77,India
793,2025-03-22,Google Ads,Retargeting,Email,organic,Campaign_XYZ,249405,3109,8420.32,UK
794,2024-11-03,Facebook Ads,Black Friday,LinkedIn Ads,email,Product Launch,416044,100,2593.49,Germany
795,2024-09-05,Google Ads,Festive Offer,Instagram Ads,organic,Campaign_XYZ,114496,5588,3956.79,Germany
796,2024-06-14,YouTube Ads,Black Friday,Google Ads,organic,Retargeting,367515,1775,8253.82,UK
797,2025-04-25,Instagram Ads,Black Friday,LinkedIn Ads,organic,Festive Offer,182062,15460,1718.6,USA
798,2024-11-30,YouTube Ads,Brand Awareness,Organic Search,social,Festive Offer,57565,4616,8958.3,UK
799,2025-06-25,LinkedIn Ads,Retargeting,LinkedIn Ads,email,Retargeting,191265,11545,3167.65,UK
800,2024-04-15,Organic Search,Summer Sale,Instagram Ads,organic,Campaign_XYZ,435175,7907,9729.7,UK
801,2025-07-16,Organic Search,Brand Awareness,Email,email,Summer Sale,178045,10959,8294.5,UK
802,2024-03-21,Email,Festive Offer,Email,cpc,Black Friday,422178,7876,4610.29,USA
803,2024-05-12,YouTube Ads,Black Friday,Organic Search,organic,Brand Awareness,235411,13841,7448.22,Australia
804,2024-05-17,YouTube Ads,Campaign_XYZ,,organic,Brand Awareness,208652,17763,5597.1,Australia
805,2024-07-02,Organic Search,,Facebook Ads,cpc,Festive Offer,134281,4583,8547.15,India
806,2025-02-04,Email,Retargeting,Email,email,Black Friday,196171,19756,5229.28,USA
807,2024-11-25,LinkedIn Ads,Product Launch,Organic Search,cpc,Product Launch,207192,19332,9881.15,USA
808,2025-05-22,Facebook Ads,Black Friday,,cpc,Retargeting,143520,15541,1421.72,USA
809,2024-03-09,YouTube Ads,Black Friday,YouTube Ads,cpc,Campaign_XYZ,382880,16957,6797.04,Germany
810,2025-06-29,Organic Search,Black Friday,Organic Search,cpc,Product Launch,461711,4651,2531.97,USA
811,2024-02-22,Google Ads,Black Friday,LinkedIn Ads,email,Festive Offer,1275,19387,1993.15,Germany
812,2025-03-25,YouTube Ads,Summer Sale,Email,organic,Retargeting,22008,19623,4141.68,Australia
813,2024-07-23,Google Ads,,Facebook Ads,cpc,Brand Awareness,485787,18542,3737.87,Australia
814,2024-05-05,LinkedIn Ads,Brand Awareness,LinkedIn Ads,cpc,Festive Offer,323819,10180,558.72,Germany
815,2024-02-12,YouTube Ads,Summer Sale,Google Ads,social,Festive Offer,321446,1254,4334.46,UK
816,2024-04-20,Organic Search,Retargeting,Organic Search,email,Black Friday,131292,4132,9523.99,Australia
817,2025-10-24,LinkedIn Ads,Brand Awareness,Organic Search,cpc,Summer Sale,101145,3384,4722.07,UK
818,2024-07-01,LinkedIn Ads,Black Friday,Facebook Ads,social,Festive Offer,209859,761,3087.97,India
819,2024-04-04,Facebook Ads,Retargeting,Facebook Ads,cpc,Summer Sale,21529,9154,9495.85,Germany
820,2025-01-08,YouTube Ads,Black Friday,Facebook Ads,email,Black Friday,16631,5760,5106.65,India
821,2025-06-03,Google Ads,Campaign_XYZ,Organic Search,social,Festive Offer,342226,9976,2942.31,Germany
822,2024-12-25,Google Ads,,YouTube Ads,social,Campaign_XYZ,179759,16027,7851.6,India
823,2025-11-26,YouTube Ads,Festive Offer,Instagram Ads,email,Festive Offer,97060,10378,2313.77,India
824,2024-10-07,Email,Product Launch,Instagram Ads,social,Brand Awareness,72211,381,2552.72,USA
825,2024-07-13,Facebook Ads,Black Friday,Organic Search,social,Retargeting,450425,15840,3310.89,Australia
826,2024-07-13,Facebook Ads,Black Friday,YouTube Ads,cpc,Campaign_XYZ,405785,3884,4008.21,Germany
827,2025-10-28,Facebook Ads,Black Friday,Email,social,Summer Sale,372164,16227,5870.5,Australia
828,2024-04-02,Google Ads,Festive Offer,Email,organic,Brand Awareness,50639,8949,5201.32,USA
829,2025-11-02,LinkedIn Ads,Summer Sale,Organic Search,email,Campaign_XYZ,248887,7260,7462.93,Australia
830,2024-03-01,Organic Search,Brand Awareness,Organic Search,cpc,Festive Offer,432389,5854,7199.99,Germany
831,2025-09-25,Email,Black Friday,YouTube Ads,social,Black Friday,319000,7783,551.05,USA
832,2024-02-20,Facebook Ads,,YouTube Ads,organic,Product Launch,303177,302,1425.65,UK
833,2025-02-06,Google Ads,Summer Sale,Email,cpc,Brand Awareness,170437,9240,2230.4,USA
834,2024-01-05,Google Ads,,Instagram Ads,email,Brand Awareness,166780,14172,6016.87,Germany
835,2025-04-10,LinkedIn Ads,Product Launch,LinkedIn Ads,social,Product Launch,422806,5877,8963.12,India
836,2025-08-26,YouTube Ads,Retargeting,YouTube Ads,email,Festive Offer,327168,19989,3316.58,Australia
837,2025-11-12,YouTube Ads,Black Friday,LinkedIn Ads,email,Brand Awareness,12989,8534,9641.07,India
838,2025-06-17,Organic Search,Retargeting,LinkedIn Ads,social,Summer Sale,107039,7602,1811.32,UK
839,2025-02-08,Organic Search,Campaign_XYZ,Google Ads,social,Festive Offer,234726,14401,9254.85,India
840,2025-05-27,Facebook Ads,Summer Sale,,cpc,Summer Sale,165799,16470,8029.92,Australia
841,2025-10-06,Organic Search,Summer Sale,,email,Summer Sale,171470,1494,3951.43,India
842,2024-08-20,Facebook Ads,Product Launch,LinkedIn Ads,social,Brand Awareness,301704,7843,2142.49,USA
843,2025-06-07,Email,Brand Awareness,Organic Search,email,Festive Offer,98473,6727,3973.8,Germany
844,2024-12-11,Organic Search,Festive Offer,Organic Search,social,Brand Awareness,167403,7911,2216.01,India
845,2024-02-15,LinkedIn Ads,Festive Offer,Instagram Ads,email,Brand Awareness,427447,13318,5655.4,Germany
846,2025-06-29,Facebook Ads,Festive Offer,Instagram Ads,cpc,Festive Offer,196339,10684,5790.71,Germany
847,2024-03-18,LinkedIn Ads,,Google Ads,email,Festive Offer,273272,6470,7705.07,Germany
848,2025-12-30,Google Ads,Black Friday,Organic Search,social,Festive Offer,25055,4428,5325.86,USA
849,2024-03-13,Facebook Ads,Product Launch,Email,organic,Campaign_XYZ,488459,18096,3516.95,Germany
850,2024-09-05,Google Ads,Brand Awareness,Instagram Ads,cpc,Festive Offer,189431,1048,9124.83,India
851,2024-02-16,Instagram Ads,Campaign_XYZ,LinkedIn Ads,cpc,Black Friday,29646,4352,872.19,Germany
852,2024-04-30,LinkedIn Ads,Festive Offer,Email,organic,Festive Offer,493438,7880,8106.94,USA
853,2024-08-01,Instagram Ads,Product Launch,Email,social,Product Launch,367535,14948,4154.79,Germany
854,2024-08-26,Facebook Ads,Summer Sale,Facebook Ads,cpc,Festive Offer,228192,18958,1892.88,India
855,2024-02-25,Google Ads,Festive Offer,LinkedIn Ads,organic,Brand Awareness,228976,14104,1291.52,USA
856,2024-12-15,Facebook Ads,Brand Awareness,,organic,Product Launch,199221,6785,2285.57,UK
857,2024-04-16,Instagram Ads,,Instagram Ads,email,Campaign_XYZ,337694,180,1307.36,UK
858,2024-02-17,Facebook Ads,Retargeting,LinkedIn Ads,email,Retargeting,134192,12473,4643.41,India
859,2025-07-26,Email,Campaign_XYZ,Organic Search,social,Summer Sale,4391,11659,3561.93,Australia
860,2024-12-02,YouTube Ads,Brand Awareness,Facebook Ads,organic,Black Friday,404374,10459,3630.23,Germany
861,2024-01-26,Instagram Ads,Campaign_XYZ,Instagram Ads,email,Product Launch,491740,19450,1653.0,Australia
862,2024-09-13,Facebook Ads,Black Friday,,social,Campaign_XYZ,494401,1236,6631.45,USA
863,2024-01-08,Google Ads,Festive Offer,LinkedIn Ads,cpc,Summer Sale,42699,4344,6117.19,Germany
864,2025-09-16,Facebook Ads,Festive Offer,LinkedIn Ads,email,Black Friday,155818,8185,9824.64,Australia
865,2024-09-09,Google Ads,Retargeting,Google Ads,social,Festive Offer,276189,11054,1759.68,India
866,2025-11-22,YouTube Ads,Campaign_XYZ,YouTube Ads,email,Campaign_XYZ,186225,9759,8356.75,USA
867,2025-12-19,Facebook Ads,Retargeting,YouTube Ads,cpc,Summer Sale,110562,16439,435.33,Germany
868,2024-10-29,Organic Search,Campaign_XYZ,,cpc,Campaign_XYZ,172096,17144,825.86,UK
869,2025-09-30,Organic Search,Festive Offer,Facebook Ads,email,Brand Awareness,463595,2200,6515.71,Germany
870,2024-02-25,YouTube Ads,Black Friday,Organic Search,cpc,Brand Awareness,59141,14194,4124.05,USA
871,2025-12-26,Instagram Ads,Campaign_XYZ,YouTube Ads,social,Festive Offer,269273,12508,2381.96,UK
872,2025-06-09,Google Ads,Retargeting,,email,Summer Sale,200818,5858,127.29,India
873,2025-04-18,Organic Search,Summer Sale,Organic Search,email,Festive Offer,354842,19716,6665.14,Germany
874,2024-01-28,Email,Festive Offer,Google Ads,cpc,Festive Offer,469721,7942,4464.4,Australia
875,2024-03-18,Instagram Ads,Brand Awareness,Facebook Ads,social,Black Friday,39284,5603,1790.79,Australia
876,2024-08-03,Google Ads,Brand Awareness,Organic Search,email,Summer Sale,49056,7204,9725.02,India
877,2025-01-20,YouTube Ads,Black Friday,,email,Retargeting,101835,7189,3573.33,USA
878,2024-12-30,Organic Search,Summer Sale,YouTube Ads,cpc,Festive Offer,142698,15529,3100.29,India
879,2025-10-27,LinkedIn Ads,Retargeting,Facebook Ads,cpc,Black Friday,317783,227,5152.11,USA
880,2025-06-09,Facebook Ads,Campaign_XYZ,YouTube Ads,social,Black Friday,95029,15538,2844.35,UK
881,2025-11-29,YouTube Ads,Festive Offer,YouTube Ads,social,Summer Sale,415153,10852,2800.35,USA
882,2024-11-07,Google Ads,Brand Awareness,Organic Search,cpc,Product Launch,241037,4563,9666.24,UK
883,2024-01-07,Google Ads,Brand Awareness,Email,social,Campaign_XYZ,281807,8795,2685.36,Germany
884,2024-01-03,Google Ads,,YouTube Ads,organic,Festive Offer,97794,11631,6094.12,Germany
