spend_id,date,channel,campaign,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,country,ctr,cpc
2943,2025-05-22,Google Ads,Brand Awareness,YouTube Ads,email,Festive Offer,329478,17956,4083.06,USA,0.054498327657688826,0.2273925150367565
2944,2025-04-20,LinkedIn Ads,Campaign_XYZ,Google Ads,social,Festive Offer,397678,15959,509.6,Australia,0.04013045730465351,0.03193182530233724
2945,2024-10-23,YouTube Ads,Unknown,Organic Search,organic,Product Launch,106799,2123,763.32,USA,0.0198784632814914,0.3595478097032501
2946,2024-06-12,LinkedIn Ads,Campaign_XYZ,Email,social,Summer Sale,375239,18223,9718.58,Australia,0.0485637153920568,0.5333139439170279
2947,2025-04-29,YouTube Ads,Retargeting,Facebook Ads,organic,Campaign_XYZ,97202,3420,6258.22,Australia,0.03518446122507767,1.829888888888889
2948,2025-08-19,Google Ads,Product Launch,Unknown,cpc,Festive Offer,51479,2534,4960.19,UK,0.04922395539928903,1.9574546172059983
2949,2024-03-12,LinkedIn Ads,Retargeting,Instagram Ads,email,Product Launch,270593,10060,8709.84,Germany,0.037177606220412204,0.8657892644135189
2950,2025-07-20,Google Ads,Black Friday,Organic Search,cpc,Brand Awareness,452254,6952,7197.16,UK,0.015371892785912342,1.035264672036824
2951,2025-07-12,YouTube Ads,Product Launch,Organic Search,social,Product Launch,454976,18492,1895.78,UK,0.04064390209593473,0.10251892710361238
2952,2024-08-25,Facebook Ads,Summer Sale,Unknown,email,Campaign_XYZ,308334,7455,172.19,Australia,0.02417832610091654,0.023097250167672702
2953,2024-04-13,Organic Search,Retargeting,Facebook Ads,email,Brand Awareness,162235,2716,9823.09,Germany,0.01674114710142694,3.6167488954344624
2954,2024-07-28,LinkedIn Ads,Festive Offer,Email,social,Product Launch,228688,17867,6329.24,Australia,0.07812827957741551,0.3542418984720434
2955,2025-07-07,Google Ads,Black Friday,Organic Search,organic,Product Launch,245280,3434,4823.03,Germany,0.014000326157860404,1.4044933022714035
2956,2025-04-12,Email,Product Launch,Instagram Ads,email,Black Friday,180314,16956,9452.1,USA,0.09403595949288464,0.5574486907289455
2957,2025-03-29,LinkedIn Ads,Campaign_XYZ,Unknown,organic,Black Friday,33953,18127,3755.16,Australia,0.5338850764291815,0.20715838252330776
2958,2024-09-24,LinkedIn Ads,Festive Offer,Email,organic,Campaign_XYZ,222661,4233,7253.27,UK,0.019010962853845084,1.7135057878573117
2959,2025-01-20,LinkedIn Ads,Black Friday,LinkedIn Ads,organic,Summer Sale,40799,15394,6734.13,Australia,0.3773131694404275,0.43745160452124204
2960,2025-01-21,Instagram Ads,Summer Sale,YouTube Ads,email,Festive Offer,275432,647,6802.51,India,0.002349037148915159,10.513925811437403
2961,2024-09-15,Google Ads,Campaign_XYZ,Organic Search,cpc,Campaign_XYZ,421689,9887,6803.61,India,0.023446189016075827,0.6881369475068271
2962,2024-10-09,Google Ads,Festive Offer,LinkedIn Ads,email,Black Friday,421807,7545,203.23,India,0.017887327616658805,0.026935719019218023
2963,2025-09-17,LinkedIn Ads,Product Launch,LinkedIn Ads,cpc,Brand Awareness,499204,18770,8260.59,UK,0.03759985897548898,0.44009536494405965
2964,2024-02-09,Facebook Ads,Black Friday,YouTube Ads,email,Black Friday,160463,18148,9237.24,UK,0.11309772346272973,0.5089949305708618
2965,2025-04-30,LinkedIn Ads,Brand Awareness,Facebook Ads,cpc,Summer Sale,10877,13138,4548.56,India,1.2078698170451412,0.34621403562186026
2966,2024-08-07,Instagram Ads,Product Launch,Facebook Ads,cpc,Retargeting,485319,11026,5648.79,UK,0.02271907755517505,0.5123154362416107
2967,2024-05-08,YouTube Ads,Product Launch,Instagram Ads,email,Brand Awareness,74127,3226,3314.69,UK,0.043519905027857596,1.0274922504649722
2968,2025-06-03,Instagram Ads,Campaign_XYZ,Google Ads,organic,Retargeting,102053,14462,7872.21,UK,0.14171067974483847,0.5443375743327341
2969,2025-09-04,Facebook Ads,Product Launch,Facebook Ads,organic,Brand Awareness,390389,2948,7392.35,India,0.0075514422793675024,2.5075814111261874
2970,2025-11-18,LinkedIn Ads,Campaign_XYZ,YouTube Ads,cpc,Festive Offer,230111,17698,7411.16,USA,0.07691070831033718,0.4187569216860662
2971,2025-09-10,Google Ads,Product Launch,Google Ads,social,Festive Offer,233321,6993,7375.74,USA,0.029971584212308364,1.0547318747318748
2972,2025-09-04,Organic Search,Brand Awareness,YouTube Ads,social,Festive Offer,351626,6900,2263.58,Germany,0.019623122294710856,0.3280550724637681
2973,2024-09-16,Email,Unknown,YouTube Ads,email,Summer Sale,53550,15781,1213.98,Australia,0.29469654528478056,0.07692668398707306
2974,2024-12-31,LinkedIn Ads,Festive Offer,YouTube Ads,email,Black Friday,222378,15614,3176.47,USA,0.07021378014012178,0.2034372998591008
2975,2025-06-27,Facebook Ads,Festive Offer,Organic Search,email,Retargeting,369508,10701,5796.25,Germany,0.02896013076848133,0.5416549855153724
2976,2025-10-10,Google Ads,Summer Sale,Organic Search,social,Retargeting,142566,1604,4055.28,USA,0.011250929394105186,2.5282294264339154
2977,2025-06-07,Instagram Ads,Brand Awareness,Google Ads,organic,Black Friday,1078,11984,2567.53,India,11.116883116883116,0.21424649532710283
2978,2024-01-16,YouTube Ads,Brand Awareness,LinkedIn Ads,email,Summer Sale,78674,721,320.66,Germany,0.009164399928820195,0.444743411927878
2979,2024-05-08,YouTube Ads,Black Friday,Organic Search,email,Black Friday,84041,8324,1299.22,India,0.09904689377803691,0.15608121095627103
2980,2025-07-28,Organic Search,Retargeting,Email,organic,Product Launch,364669,12562,1142.79,India,0.03444767720864675,0.09097197898423817
2981,2024-04-18,LinkedIn Ads,Festive Offer,YouTube Ads,cpc,Product Launch,9977,10719,9570.73,Germany,1.0743710534228725,0.8928752682153186
2982,2025-06-16,Instagram Ads,Retargeting,Organic Search,email,Festive Offer,380693,1501,7810.37,Germany,0.003942809560459478,5.20344437041972
2983,2025-10-31,Organic Search,Black Friday,Instagram Ads,social,Product Launch,295737,5287,1315.24,USA,0.017877370772003503,0.2487686778891621
2984,2024-09-25,Email,Brand Awareness,Facebook Ads,social,Retargeting,484774,10367,4725.39,USA,0.021385222804853395,0.4558107456351886
2985,2024-06-10,Email,Black Friday,Email,email,Festive Offer,463970,17513,6579.41,Australia,0.03774597495527728,0.3756872037914692
2986,2024-09-16,Organic Search,Product Launch,Facebook Ads,social,Retargeting,203337,8035,9614.23,USA,0.039515680864771294,1.1965438705662725
2987,2024-04-11,Facebook Ads,Black Friday,Facebook Ads,organic,Summer Sale,134795,9524,2762.74,Germany,0.07065543974183018,0.29008189836203274
2988,2025-05-20,YouTube Ads,Black Friday,Google Ads,cpc,Brand Awareness,272917,584,2714.06,USA,0.002139844714693478,4.64736301369863
2989,2025-07-24,Instagram Ads,Campaign_XYZ,Instagram Ads,cpc,Black Friday,181582,15059,5725.75,Germany,0.08293222896542608,0.38022113022113024
2990,2024-09-03,LinkedIn Ads,Product Launch,Instagram Ads,email,Campaign_XYZ,199373,12090,8588.04,Australia,0.06064010673461301,0.7103424317617867
2991,2025-10-01,Google Ads,Campaign_XYZ,Email,email,Campaign_XYZ,427788,7811,2868.25,Germany,0.018259044199463285,0.36720650364870056
2992,2025-06-20,LinkedIn Ads,Retargeting,Instagram Ads,cpc,Campaign_XYZ,211675,4716,1345.67,Australia,0.022279437817408765,0.28534139100933
2993,2024-05-10,LinkedIn Ads,Product Launch,Instagram Ads,cpc,Brand Awareness,203257,4723,2734.69,Australia,0.02323659209768913,0.5790154562777895
2994,2024-12-18,Instagram Ads,Summer Sale,Unknown,email,Retargeting,347794,10695,4545.77,Australia,0.030750961776223856,0.4250369331463301
2995,2024-07-14,YouTube Ads,Black Friday,Email,social,Black Friday,432975,2212,3663.54,India,0.005108840002309602,1.6562115732368896
2996,2025-10-27,Instagram Ads,Black Friday,LinkedIn Ads,email,Retargeting,489092,10068,8626.01,UK,0.020585084196838223,0.8567749304727851
2997,2025-01-16,Google Ads,Campaign_XYZ,Instagram Ads,organic,Summer Sale,15539,4048,9435.16,Germany,0.260505824055602,2.3308201581027665
2998,2025-10-06,Organic Search,Retargeting,Organic Search,email,Festive Offer,303737,15139,3846.65,USA,0.04984246239345223,0.2540887773300746
2999,2024-08-14,Instagram Ads,Campaign_XYZ,Instagram Ads,email,Black Friday,177094,3742,8251.87,UK,0.021130021344596656,2.205203099946553
3000,2025-12-01,Facebook Ads,Brand Awareness,Google Ads,email,Retargeting,361590,7526,779.25,UK,0.020813628695483834,0.10354105766675525
3001,2025-04-20,LinkedIn Ads,Product Launch,Google Ads,email,Product Launch,126114,4109,5581.66,India,0.032581632491238084,1.3583986371379897
3002,2025-04-21,YouTube Ads,Brand Awareness,Organic Search,email,Campaign_XYZ,356815,8572,8333.87,Germany,0.02402365371410955,0.9722200186654224
3003,2024-09-21,Email,Summer Sale,Instagram Ads,email,Product Launch,126049,13320,4244.37,Germany,0.10567319058461393,0.3186463963963964
3004,2025-01-06,Google Ads,Product Launch,LinkedIn Ads,social,Retargeting,323909,1577,1519.99,USA,0.00486865138048032,0.9638490805326569
3005,2025-04-30,Email,Summer Sale,Instagram Ads,email,Brand Awareness,239691,12425,2912.49,India,0.05183757421012888,0.23440563380281687
3006,2025-03-09,LinkedIn Ads,Summer Sale,Organic Search,cpc,Festive Offer,165123,7101,4969.89,UK,0.04300430588107047,0.6998859315589354
3007,2025-10-07,Instagram Ads,Summer Sale,Instagram Ads,email,Summer Sale,97782,17007,8450.62,Germany,0.17392771675768545,0.49689069206797204
3008,2024-07-29,Email,Festive Offer,Instagram Ads,social,Summer Sale,476519,6196,7511.11,India,0.013002629485917665,1.2122514525500323
3009,2025-07-25,Facebook Ads,Product Launch,YouTube Ads,organic,Campaign_XYZ,444946,7600,927.4,Australia,0.017080724402511765,0.12202631578947368
3010,2025-01-11,Instagram Ads,Unknown,LinkedIn Ads,cpc,Retargeting,357128,3745,5506.96,Germany,0.010486436235747408,1.470483311081442
3011,2025-01-29,LinkedIn Ads,Festive Offer,Facebook Ads,email,Summer Sale,479081,573,8736.27,UK,0.0011960399180931825,15.246544502617802
3012,2025-03-25,Email,Retargeting,Organic Search,email,Black Friday,439458,9413,5813.39,Australia,0.021419566830049742,0.6175916285987465
3013,2024-12-29,Organic Search,Festive Offer,Instagram Ads,cpc,Summer Sale,475119,10795,742.88,Australia,0.022720623675331866,0.0688170449282075
3014,2025-04-01,Google Ads,Black Friday,Unknown,email,Product Launch,198231,12421,8248.89,Australia,0.06265922080804717,0.6641083648659528
3015,2025-12-25,Email,Brand Awareness,Unknown,social,Retargeting,34312,9663,9077.02,UK,0.28162159011424576,0.9393583773155335
3016,2025-12-28,Organic Search,Brand Awareness,LinkedIn Ads,email,Black Friday,270730,10473,3952.97,India,0.03868429800908654,0.37744390337057193
3017,2024-08-13,Organic Search,Summer Sale,Organic Search,organic,Campaign_XYZ,345977,2266,3170.36,Germany,0.006549568323905924,1.3990997352162402
3018,2024-05-10,Email,Product Launch,Instagram Ads,social,Summer Sale,388161,10397,5479.17,India,0.02678527724320578,0.5269952871020487
3019,2025-08-10,YouTube Ads,Product Launch,Facebook Ads,email,Campaign_XYZ,347607,6386,9842.47,UK,0.01837132163621561,1.541257438145944
3020,2025-04-20,Email,Summer Sale,Organic Search,organic,Product Launch,455292,9093,8390.9,USA,0.019971798318441793,0.9227867590454195
3021,2024-10-03,LinkedIn Ads,Black Friday,Email,cpc,Festive Offer,456615,15623,8129.45,Germany,0.03421481992488201,0.5203514049798375
3022,2024-06-04,Organic Search,Brand Awareness,Facebook Ads,social,Brand Awareness,373635,13456,2012.12,Germany,0.036013756741204654,0.14953329369797858
3023,2024-08-05,Google Ads,Festive Offer,LinkedIn Ads,email,Summer Sale,412347,9421,8962.14,USA,0.02284726213601651,0.9512939178431163
3024,2024-07-08,LinkedIn Ads,Retargeting,Instagram Ads,email,Campaign_XYZ,248923,3645,5603.86,Australia,0.014643082398974784,1.5374101508916322
3025,2025-02-20,Facebook Ads,Campaign_XYZ,YouTube Ads,cpc,Product Launch,16020,10101,9177.1,Germany,0.6305243445692884,0.9085338085338086
3026,2025-11-05,Instagram Ads,Unknown,LinkedIn Ads,cpc,Festive Offer,468987,787,6551.94,Germany,0.0016780848936111235,8.325209656925031
3027,2025-11-22,Email,Product Launch,YouTube Ads,social,Festive Offer,99170,11054,8358.25,Germany,0.11146516083492992,0.7561290030758097
3028,2025-06-29,YouTube Ads,Campaign_XYZ,Instagram Ads,social,Product Launch,322667,11034,1738.7,UK,0.03419624566503547,0.15757658147543954
3029,2024-02-10,Google Ads,Summer Sale,Facebook Ads,social,Product Launch,338187,19252,7094.56,USA,0.056927084719400806,0.3685102846457511
3030,2024-11-02,YouTube Ads,Brand Awareness,Email,email,Campaign_XYZ,64477,13136,2646.8,Germany,0.20373156319307661,0.20149208282582218
3031,2024-12-03,YouTube Ads,Campaign_XYZ,Unknown,email,Product Launch,248137,13541,1772.13,USA,0.054570660562511836,0.13087142751643158
3032,2024-11-09,YouTube Ads,Summer Sale,Organic Search,social,Brand Awareness,356564,5392,5782.43,Australia,0.01512210991575145,1.0724091246290801
3033,2024-03-15,Email,Product Launch,LinkedIn Ads,email,Retargeting,203316,18597,6067.14,Germany,0.09146845304845659,0.3262429424100662
3034,2024-10-05,Google Ads,Summer Sale,Unknown,cpc,Product Launch,91334,13298,4957.12,India,0.14559747739067597,0.37277184539028424
3035,2024-06-24,Google Ads,Festive Offer,LinkedIn Ads,organic,Retargeting,202139,19510,981.5,India,0.09651774274138093,0.050307534597642235
3036,2025-10-23,Organic Search,Campaign_XYZ,Google Ads,email,Festive Offer,195173,8768,2523.02,India,0.04492424669395869,0.2877531934306569
3037,2024-09-29,YouTube Ads,Campaign_XYZ,Email,social,Brand Awareness,425998,498,2430.96,India,0.0011690195728618444,4.881445783132531
3038,2025-09-11,Organic Search,Brand Awareness,Email,email,Campaign_XYZ,111918,11462,3205.65,UK,0.10241426758877036,0.2796763217588554
3039,2025-10-12,Organic Search,Summer Sale,Unknown,cpc,Festive Offer,293048,14486,6317.85,Australia,0.04943217493379924,0.43613488885820795
3040,2024-10-15,Instagram Ads,Brand Awareness,Google Ads,social,Brand Awareness,85073,16376,4436.07,Germany,0.1924935055775628,0.270888495359062
3041,2025-12-24,Email,Campaign_XYZ,LinkedIn Ads,organic,Festive Offer,233075,6923,9687.01,Australia,0.029702885337337767,1.3992503250036112
3042,2024-09-28,Email,Summer Sale,LinkedIn Ads,social,Black Friday,217312,6747,256.86,India,0.031047526137534972,0.03807025344597599
3043,2024-03-06,LinkedIn Ads,Summer Sale,YouTube Ads,social,Black Friday,460318,4211,2237.44,Australia,0.009148023757489387,0.5313322251246735
3044,2025-04-27,Organic Search,Brand Awareness,Unknown,social,Product Launch,222813,8046,5776.73,Australia,0.03611099890939936,0.7179629629629629
3045,2024-09-04,Email,Festive Offer,Google Ads,email,Retargeting,492357,10093,8805.46,UK,0.02049935311166491,0.872432378876449
3046,2024-06-04,YouTube Ads,Summer Sale,Organic Search,organic,Festive Offer,429719,169,435.68,India,0.00039328025989076584,2.5779881656804733
3047,2024-02-16,Facebook Ads,Festive Offer,Facebook Ads,cpc,Brand Awareness,252233,14630,8847.75,USA,0.0580019267899125,0.6047676008202324
3048,2025-03-29,YouTube Ads,Black Friday,Organic Search,email,Summer Sale,470461,12624,5122.01,Australia,0.0268332550413318,0.4057358998732573
3049,2024-07-19,Google Ads,Retargeting,Email,organic,Black Friday,83644,19281,7876.29,Australia,0.23051264884510544,0.40850007779679476
3050,2025-10-21,Email,Black Friday,Instagram Ads,organic,Black Friday,488688,18224,9491.65,India,0.037291687129620534,0.5208324187884109
3051,2024-05-03,Email,Retargeting,Facebook Ads,email,Festive Offer,123507,12755,2232.5,UK,0.10327349866809168,0.1750294002352019
3052,2024-01-01,LinkedIn Ads,Black Friday,Facebook Ads,social,Campaign_XYZ,447416,19451,5920.31,Germany,0.04347408228583689,0.3043704693846075
3053,2025-10-01,Organic Search,Retargeting,Instagram Ads,organic,Summer Sale,326071,16784,8848.32,India,0.05147345210092281,0.5271877979027645
3054,2024-07-09,Facebook Ads,Summer Sale,LinkedIn Ads,cpc,Retargeting,53050,10444,8459.67,Germany,0.19687087653157398,0.810002872462658
3055,2025-08-01,Email,Brand Awareness,Unknown,email,Retargeting,35232,9794,5257.55,USA,0.27798592188919163,0.5368133551153768
3056,2025-05-30,LinkedIn Ads,Brand Awareness,YouTube Ads,organic,Retargeting,485635,2300,9499.97,Germany,0.004736067210971202,4.130421739130434
3057,2025-03-17,LinkedIn Ads,Product Launch,LinkedIn Ads,cpc,Product Launch,343800,14246,7113.6,Australia,0.041436881908086094,0.4993401656605363
3058,2024-05-22,Facebook Ads,Retargeting,Organic Search,cpc,Product Launch,327165,19671,5288.73,UK,0.06012562468479208,0.2688592344059783
3059,2024-07-09,YouTube Ads,Product Launch,LinkedIn Ads,cpc,Campaign_XYZ,306058,11751,673.23,USA,0.0383946833606702,0.057291294357926986
3060,2025-06-16,YouTube Ads,Unknown,Google Ads,cpc,Festive Offer,327000,13327,4924.33,UK,0.04075535168195719,0.3695002626247467
3061,2024-08-14,YouTube Ads,Festive Offer,Facebook Ads,email,Summer Sale,112290,14178,4276.82,UK,0.12626235639861075,0.3016518549865989
3062,2024-11-08,Instagram Ads,Product Launch,Facebook Ads,cpc,Festive Offer,47798,15066,3122.0,Germany,0.3152014728649734,0.20722155847603876
3063,2025-09-20,Organic Search,Retargeting,Email,email,Brand Awareness,180858,15431,9434.62,UK,0.08532108062679007,0.6114069081718619
3064,2024-10-28,Organic Search,Brand Awareness,Organic Search,cpc,Summer Sale,39382,12266,9264.43,USA,0.3114620892793662,0.7552934942116419
3065,2025-10-15,YouTube Ads,Retargeting,Facebook Ads,cpc,Brand Awareness,24473,16371,3439.12,UK,0.6689412822293956,0.21007391118441146
3066,2025-04-04,Facebook Ads,Festive Offer,YouTube Ads,email,Summer Sale,164993,5444,4414.05,USA,0.032995339196208326,0.8108100661278472
3067,2025-02-04,Instagram Ads,Summer Sale,YouTube Ads,social,Product Launch,384595,11426,7543.01,Australia,0.029709174586253072,0.6601619114300717
3068,2025-07-04,Organic Search,Product Launch,Unknown,organic,Retargeting,236835,18326,8367.07,Australia,0.07737876580741866,0.45656826366910397
3069,2025-01-27,YouTube Ads,Product Launch,Unknown,organic,Black Friday,424211,17331,1189.78,Germany,0.04085466902084104,0.06865039524551382
3070,2024-07-25,Instagram Ads,Festive Offer,Instagram Ads,email,Campaign_XYZ,414666,1788,4958.87,India,0.0043119040384309295,2.7734172259507828
3071,2024-07-28,Facebook Ads,Retargeting,Organic Search,cpc,Summer Sale,493330,13906,9153.6,Australia,0.028188028297488496,0.6582482381705739
3072,2024-04-24,YouTube Ads,Product Launch,Email,email,Summer Sale,443518,11244,6679.42,India,0.02535184592282613,0.5940430451796513
3073,2025-10-07,Google Ads,Brand Awareness,YouTube Ads,cpc,Campaign_XYZ,467889,12983,5475.37,USA,0.027748034255988065,0.4217338057459755
3074,2024-09-07,Email,Unknown,Google Ads,email,Black Friday,16765,11340,7208.64,India,0.6764091858037579,0.6356825396825397
3075,2024-08-06,Facebook Ads,Retargeting,Google Ads,organic,Campaign_XYZ,355478,2553,6648.17,UK,0.007181879047367207,2.6040618879749315
3076,2025-02-10,LinkedIn Ads,Festive Offer,LinkedIn Ads,email,Summer Sale,206878,9712,9428.26,USA,0.0469455427836696,0.9707845963756179
3077,2025-03-18,LinkedIn Ads,Brand Awareness,LinkedIn Ads,organic,Campaign_XYZ,67314,19933,9135.1,UK,0.2961196779273257,0.4582902724125822
3078,2025-08-25,Facebook Ads,Brand Awareness,Email,organic,Retargeting,440606,11994,4037.98,India,0.027221599342723432,0.33666666666666667
3079,2024-12-19,LinkedIn Ads,Unknown,Organic Search,organic,Festive Offer,152705,11872,416.99,UK,0.07774467109786844,0.03512382075471698
3080,2025-07-11,Organic Search,Retargeting,LinkedIn Ads,email,Black Friday,316264,13302,3393.5,USA,0.0420597981433233,0.25511201323109306
3081,2025-07-03,Facebook Ads,Product Launch,LinkedIn Ads,social,Black Friday,303579,2611,2108.61,UK,0.008600726664229081,0.8075871313672923
3082,2024-05-21,Google Ads,Campaign_XYZ,Google Ads,email,Retargeting,80843,4544,1402.37,India,0.056207711242779214,0.3086201584507042
3083,2025-09-03,Facebook Ads,Summer Sale,LinkedIn Ads,email,Retargeting,103900,16400,8890.64,UK,0.15784408084696824,0.5421121951219512
3084,2025-05-15,YouTube Ads,Festive Offer,Google Ads,social,Black Friday,8357,16820,7128.32,UK,2.012683977503889,0.4238002378121284
3085,2025-12-02,YouTube Ads,Campaign_XYZ,YouTube Ads,social,Retargeting,69089,6811,422.53,Germany,0.09858298716148736,0.06203641168697695
3086,2025-06-30,Instagram Ads,Summer Sale,YouTube Ads,organic,Festive Offer,29820,3801,9205.56,USA,0.12746478873239436,2.421878453038674
3087,2025-10-20,LinkedIn Ads,Brand Awareness,Email,cpc,Retargeting,283631,2750,9039.79,Germany,0.009695696168613445,3.287196363636364
3088,2025-06-25,Email,Product Launch,Instagram Ads,cpc,Festive Offer,80507,5894,9498.95,India,0.07321102512824972,1.6116304716661012
3089,2025-05-21,LinkedIn Ads,Summer Sale,LinkedIn Ads,organic,Retargeting,285332,8541,8315.77,Australia,0.02993355109136024,0.9736295515747571
3090,2025-08-18,Organic Search,Black Friday,YouTube Ads,email,Black Friday,341560,16465,880.88,India,0.04820529335987821,0.05350015183723049
3091,2024-10-07,Facebook Ads,Summer Sale,YouTube Ads,cpc,Summer Sale,32310,18938,6265.67,India,0.5861343237387806,0.3308517266870842
3092,2025-02-27,Email,Product Launch,Organic Search,email,Brand Awareness,398780,8783,922.57,India,0.0220246752595416,0.10504041899123306
3093,2024-09-26,Email,Unknown,Email,social,Black Friday,236840,19890,7162.62,India,0.08398074649552441,0.36011161387631974
3094,2024-06-02,LinkedIn Ads,Festive Offer,Unknown,social,Campaign_XYZ,482851,16980,2050.39,Germany,0.03516612785310582,0.1207532391048292
3095,2025-09-05,Email,Summer Sale,Facebook Ads,organic,Brand Awareness,357802,17417,9364.54,India,0.048677760325543176,0.537666647528277
3096,2025-12-27,Email,Product Launch,Email,email,Retargeting,283206,14809,9348.29,UK,0.052290558815844296,0.6312573435073267
3097,2025-10-23,YouTube Ads,Product Launch,Google Ads,organic,Retargeting,80671,14317,5986.57,India,0.1774739373504729,0.41814416428022627
3098,2024-03-23,Google Ads,Campaign_XYZ,Instagram Ads,cpc,Summer Sale,406631,16930,7551.49,Australia,0.04163479911762753,0.44604193738924985
3099,2025-09-13,Facebook Ads,Festive Offer,Organic Search,cpc,Retargeting,332385,18349,8595.72,USA,0.05520405553800563,0.4684571366286991
3100,2025-03-01,LinkedIn Ads,Campaign_XYZ,Organic Search,cpc,Campaign_XYZ,495878,12745,3952.55,Germany,0.025701886351078288,0.31012553942722637
3101,2024-10-01,YouTube Ads,Festive Offer,Email,email,Brand Awareness,272188,16922,5833.99,Germany,0.0621702646700075,0.34475771185439075
3102,2025-12-13,Organic Search,Festive Offer,Facebook Ads,organic,Black Friday,169022,10307,1842.63,Germany,0.06098022742601555,0.1787746191908412
3103,2024-10-10,Organic Search,Campaign_XYZ,Instagram Ads,organic,Black Friday,152421,18154,9856.41,Germany,0.11910432289513913,0.5429332378539165
3104,2024-06-21,Instagram Ads,Festive Offer,YouTube Ads,cpc,Campaign_XYZ,432184,13433,9301.1,India,0.031081668918793846,0.6924067594729398
3105,2024-11-22,Email,Black Friday,Email,organic,Festive Offer,497149,6828,4885.87,Australia,0.013734313053028368,0.7155638547158758
3106,2025-12-18,Email,Brand Awareness,Google Ads,social,Summer Sale,258275,220,5578.01,India,0.000851805246345949,25.35459090909091
3107,2024-03-03,LinkedIn Ads,Product Launch,Instagram Ads,social,Campaign_XYZ,416933,8641,4423.3,USA,0.020725152482533166,0.5118967712070362
3108,2024-03-13,Google Ads,Retargeting,Facebook Ads,social,Brand Awareness,63263,15295,116.46,USA,0.24176849027077438,0.007614253023864008
3109,2025-09-27,Google Ads,Festive Offer,Unknown,social,Retargeting,57917,11834,2376.98,India,0.20432688157190462,0.20086023322629712
3110,2025-01-09,LinkedIn Ads,Brand Awareness,Email,organic,Product Launch,432587,14116,1106.32,India,0.032631586247390695,0.07837347690563899
3111,2025-09-24,LinkedIn Ads,Festive Offer,Organic Search,social,Summer Sale,202082,17774,3296.7,India,0.08795439475064577,0.18547878924271408
3112,2025-05-22,YouTube Ads,Brand Awareness,LinkedIn Ads,social,Summer Sale,9647,4465,2438.73,Australia,0.4628381880377319,0.5461881298992162
3113,2025-02-01,Organic Search,Retargeting,Organic Search,social,Product Launch,408406,11863,7640.25,Germany,0.029047075704078783,0.6440402933490685
3114,2024-04-29,LinkedIn Ads,Summer Sale,Organic Search,social,Campaign_XYZ,106479,6670,5097.49,USA,0.06264145981836794,0.7642413793103447
3115,2025-03-12,Organic Search,Black Friday,YouTube Ads,social,Black Friday,474421,13827,8188.24,USA,0.029144999905147538,0.5921920879438779
3116,2025-11-06,Instagram Ads,Product Launch,Facebook Ads,email,Festive Offer,99533,7972,6393.41,Germany,0.08009403916289069,0.8019831911690918
3117,2025-04-09,Organic Search,Summer Sale,Email,email,Black Friday,286335,2139,6596.64,Germany,0.00747027083660747,3.08398316970547
3118,2024-10-12,YouTube Ads,Campaign_XYZ,Facebook Ads,social,Black Friday,259837,283,8774.83,USA,0.0010891443481875175,31.006466431095404
3119,2024-09-21,Email,Retargeting,LinkedIn Ads,social,Product Launch,391670,16989,8487.19,USA,0.04337580105701228,0.49956972158455476
3120,2024-11-15,Email,Black Friday,Organic Search,organic,Retargeting,99259,10196,726.64,Australia,0.10272116382393535,0.07126716359356611
3121,2025-11-03,Organic Search,Black Friday,YouTube Ads,social,Retargeting,383426,3783,5825.65,USA,0.009866310578833986,1.5399550621200104
3122,2025-01-10,Email,Black Friday,Instagram Ads,cpc,Festive Offer,432003,3325,4189.59,India,0.007696705809913357,1.260027067669173
3123,2024-03-29,Email,Retargeting,Instagram Ads,email,Festive Offer,102781,15128,6036.41,India,0.14718673684825015,0.39902234267583286
3124,2025-10-15,Facebook Ads,Festive Offer,YouTube Ads,social,Brand Awareness,184582,7523,8640.13,Germany,0.04075695354910013,1.148495281137844
3125,2024-07-21,Instagram Ads,Festive Offer,Instagram Ads,email,Brand Awareness,81840,4996,219.27,Germany,0.06104594330400782,0.043889111289031224
3126,2024-11-29,YouTube Ads,Campaign_XYZ,Organic Search,social,Black Friday,214751,17430,208.58,India,0.08116376640853826,0.011966724039013197
3127,2024-08-09,YouTube Ads,Festive Offer,Email,cpc,Product Launch,371430,895,719.29,Germany,0.0024096061168995503,0.8036759776536312
3128,2024-02-10,Email,Unknown,YouTube Ads,social,Festive Offer,325029,6703,8761.36,India,0.020622775198520748,1.3070804117559303
3129,2025-12-08,Google Ads,Product Launch,YouTube Ads,email,Summer Sale,166206,1369,3599.47,Australia,0.00823676642239149,2.62926953981008
3130,2024-03-08,YouTube Ads,Black Friday,Facebook Ads,email,Retargeting,156972,9952,3775.18,Germany,0.06339984201004001,0.37933882636655947
3131,2025-05-28,Instagram Ads,Campaign_XYZ,Google Ads,email,Campaign_XYZ,328846,14382,3519.49,UK,0.043734757302810436,0.24471492142956472
3132,2025-09-28,LinkedIn Ads,Unknown,Facebook Ads,organic,Product Launch,217656,2940,2386.53,USA,0.013507553203219759,0.8117448979591837
3133,2025-09-13,Instagram Ads,Black Friday,Instagram Ads,email,Festive Offer,58924,2675,484.74,India,0.04539746113637907,0.18121121495327103
3134,2025-08-20,Email,Summer Sale,Google Ads,social,Brand Awareness,204958,5563,9074.49,USA,0.02714214619580597,1.6312223620348731
